id,question_fr,sql,difficulty,generation_model,batch_index,variety_profile,variety_style,tables_used,tags,accept_for_training,reject_reasons,runtime_ok,runtime_error,runtime_timeout,execution_ms,result_row_count,result_col_count,result_hash_sha256
cand_000273,Quel pourcentage représente les dépenses d'investissement (champ DF011) par rapport aux dépenses de fonctionnement totales pour la commune BAGNOLET VILLE - VILLE en 2024 (budget BP) ?,"SELECT (SUM(CASE WHEN e.safir_field_id = 'DF011' THEN CAST(e.value AS REAL) ELSE 0 END) * 100.0) /
       NULLIF(SUM(CASE WHEN e.safir_field_id LIKE 'D%' THEN CAST(e.value AS REAL) END), 0) AS investment_share_pct
FROM documents d
JOIN extraction_results e ON e.document_id = d.document_id
WHERE d.city_name = 'BAGNOLET VILLE - VILLE'
  AND d.document_year = '2024'
  AND d.budget_type = 'BP';",easy,openai/gpt-oss-120b,4,budget_breakdowns,management_summary,"[""documents"", ""extraction_results""]","[""investment_share"", ""municipality"", ""year"", ""budget_type""]",True,[],True,,False,0,1,1,fb18e7f4bfea4178cbf84107a16ad7dd95ca17a26153be945f3c8984dad27e44
cand_000274,Combien de communes affichent un total de dépenses de fonctionnement positif en 2023 pour le budget annexes (BA) ?,"SELECT COUNT(*) AS nb_communes
FROM (
  SELECT d.city_name
  FROM documents d
  JOIN extraction_results e ON e.document_id = d.document_id
  WHERE d.document_year = '2023'
    AND d.budget_type = 'BA'
    AND e.safir_field_id LIKE 'D%'
  GROUP BY d.city_name
  HAVING SUM(CAST(e.value AS REAL)) > 0
) sub;",easy,openai/gpt-oss-120b,4,budget_breakdowns,management_summary,"[""documents"", ""extraction_results""]","[""positive_expense"", ""municipality"", ""year"", ""budget_type""]",True,[],True,,False,5,1,1,fb18e7f4bfea4178cbf84107a16ad7dd95ca17a26153be945f3c8984dad27e44
cand_000275,Quelle est la dépense moyenne par document pour le masque M57_CA en 2024 ?,"SELECT AVG(total_expense) AS avg_expense_per_doc
FROM (
  SELECT d.document_id, SUM(CAST(e.value AS REAL)) AS total_expense
  FROM documents d
  JOIN extraction_results e ON e.document_id = d.document_id
  WHERE d.mask = 'M57_CA'
    AND d.document_year = '2024'
    AND e.safir_field_id LIKE 'D%'
  GROUP BY d.document_id
) sub;",easy,openai/gpt-oss-120b,4,budget_breakdowns,management_summary,"[""documents"", ""extraction_results""]","[""average_expense"", ""mask"", ""year""]",True,[],True,,False,3,1,1,fb18e7f4bfea4178cbf84107a16ad7dd95ca17a26153be945f3c8984dad27e44
cand_000276,"Quel est le montant total des recettes (champ R001) pour l'ensemble des communes en 2023, budget principal (BP) ?","SELECT SUM(CAST(e.value AS REAL)) AS total_revenue
FROM documents d
JOIN extraction_results e ON e.document_id = d.document_id
WHERE d.document_year = '2023'
  AND d.budget_type = 'BP'
  AND e.safir_field_id = 'R001';",easy,openai/gpt-oss-120b,4,budget_breakdowns,management_summary,"[""documents"", ""extraction_results""]","[""total_revenue"", ""year"", ""budget_type""]",True,[],True,,False,3,1,1,fb18e7f4bfea4178cbf84107a16ad7dd95ca17a26153be945f3c8984dad27e44
cand_000277,"Pour chaque commune, quelle est la différence entre les dépenses de fonctionnement du budget principal (BP) et du budget annexes (BA) en 2023 ?","SELECT d.city_name,
       SUM(CASE WHEN d.budget_type = 'BP' THEN CAST(e.value AS REAL) ELSE 0 END) -
       SUM(CASE WHEN d.budget_type = 'BA' THEN CAST(e.value AS REAL) ELSE 0 END) AS diff_bp_minus_ba
FROM documents d
JOIN extraction_results e ON e.document_id = d.document_id
WHERE d.document_year = '2023'
  AND e.safir_field_id LIKE 'D%'
GROUP BY d.city_name
HAVING diff_bp_minus_ba <> 0;",medium,openai/gpt-oss-120b,4,budget_breakdowns,management_summary,"[""documents"", ""extraction_results""]","[""budget_comparison"", ""municipality"", ""year""]",True,[],True,,False,6,6,2,56c059d2e8e67a654a28262e8e3733f85421718c32d4952c3ce7fd870c8e529d
cand_000278,"Quelles sont les 5 communes avec les dépenses de fonctionnement les plus élevées en 2024, et quel est le montant pour chaque type de budget (BP et BA) ?","WITH total_city AS (
  SELECT d.city_name,
         SUM(CAST(e.value AS REAL)) AS total_expense
  FROM documents d
  JOIN extraction_results e ON e.document_id = d.document_id
  WHERE d.document_year = '2024' AND e.safir_field_id LIKE 'D%'
  GROUP BY d.city_name
),
breakdown AS (
  SELECT d.city_name,
         d.budget_type,
         SUM(CAST(e.value AS REAL)) AS expense
  FROM documents d
  JOIN extraction_results e ON e.document_id = d.document_id
  WHERE d.document_year = '2024' AND e.safir_field_id LIKE 'D%'
  GROUP BY d.city_name, d.budget_type
)
SELECT b.city_name, b.budget_type, b.expense
FROM breakdown b
JOIN total_city t ON t.city_name = b.city_name
WHERE b.city_name IN (
  SELECT city_name FROM total_city ORDER BY total_expense DESC LIMIT 5
)
ORDER BY b.city_name, b.budget_type;",medium,openai/gpt-oss-120b,4,budget_breakdowns,management_summary,"[""documents"", ""extraction_results""]","[""top_communes"", ""budget_breakdown"", ""year""]",True,[],True,,False,23,6,3,5fdbb45f6d2dae3490d8c11b47f8877dd1eb46db8a416d63bcfe51c27ad44376
cand_000279,"Pour chaque commune en 2023, quelle part (en %) chaque famille de dépenses (codes D001, D002, etc.) représente‑t‑elle dans le total des dépenses de fonctionnement ?","WITH family AS (
  SELECT d.city_name,
         e.safir_field_id AS family,
         SUM(CAST(e.value AS REAL)) AS family_sum
  FROM documents d
  JOIN extraction_results e ON e.document_id = d.document_id
  WHERE d.document_year = '2023' AND e.safir_field_id LIKE 'D%'
  GROUP BY d.city_name, e.safir_field_id
),
total AS (
  SELECT d.city_name,
         SUM(CAST(e.value AS REAL)) AS total_sum
  FROM documents d
  JOIN extraction_results e ON e.document_id = d.document_id
  WHERE d.document_year = '2023' AND e.safir_field_id LIKE 'D%'
  GROUP BY d.city_name
)
SELECT f.city_name,
       f.family,
       (f.family_sum * 100.0) / NULLIF(t.total_sum, 0) AS share_pct
FROM family f
JOIN total t ON t.city_name = f.city_name
ORDER BY f.city_name, share_pct DESC;",medium,openai/gpt-oss-120b,4,budget_breakdowns,management_summary,"[""documents"", ""extraction_results""]","[""family_share"", ""municipality"", ""year""]",True,[],True,,False,15,308,3,0e1b96af2690d42ebaac92b02f99381b431929430f63e8ca8f0a85ae135ff14e
cand_000280,Comment évoluent les dépenses de fonctionnement de la commune COMMUNE DE BONIFACIO entre 2023 et 2024 ? Indiquez le taux de croissance en %.,"SELECT (
  (SELECT SUM(CAST(e.value AS REAL))
   FROM documents d
   JOIN extraction_results e ON e.document_id = d.document_id
   WHERE d.city_name = 'COMMUNE DE BONIFACIO' AND d.document_year = '2024' AND e.safir_field_id LIKE 'D%')
  -
  (SELECT SUM(CAST(e.value AS REAL))
   FROM documents d
   JOIN extraction_results e ON e.document_id = d.document_id
   WHERE d.city_name = 'COMMUNE DE BONIFACIO' AND d.document_year = '2023' AND e.safir_field_id LIKE 'D%')
) * 100.0 /
NULLIF(
  (SELECT SUM(CAST(e.value AS REAL))
   FROM documents d
   JOIN extraction_results e ON e.document_id = d.document_id
   WHERE d.city_name = 'COMMUNE DE BONIFACIO' AND d.document_year = '2023' AND e.safir_field_id LIKE 'D%'),
0) AS growth_pct;",medium,openai/gpt-oss-120b,4,budget_breakdowns,management_summary,"[""documents"", ""extraction_results""]","[""growth_rate"", ""municipality"", ""year""]",True,[],True,,False,1,1,1,fb18e7f4bfea4178cbf84107a16ad7dd95ca17a26153be945f3c8984dad27e44
cand_000281,Quel est le coût moyen des dépenses de fonctionnement par page pour les documents au masque M57_CFU en 2024 ?,"SELECT SUM(CAST(e.value AS REAL)) * 1.0 / NULLIF(SUM(d.nb_pages), 0) AS expense_per_page
FROM documents d
JOIN extraction_results e ON e.document_id = d.document_id
WHERE d.mask = 'M57_CFU'
  AND d.document_year = '2024'
  AND e.safir_field_id LIKE 'D%';",medium,openai/gpt-oss-120b,4,budget_breakdowns,management_summary,"[""documents"", ""extraction_results""]","[""expense_per_page"", ""mask"", ""year""]",True,[],True,,False,3,1,1,fb18e7f4bfea4178cbf84107a16ad7dd95ca17a26153be945f3c8984dad27e44
cand_000282,"Pour chaque commune en 2024, quel est le ratio des dépenses d'investissement (DF011) sur le total des dépenses de fonctionnement, exprimé en % ?","SELECT d.city_name,
       (SUM(CASE WHEN e.safir_field_id = 'DF011' THEN CAST(e.value AS REAL) ELSE 0 END) * 100.0) /
       NULLIF(SUM(CASE WHEN e.safir_field_id LIKE 'D%' THEN CAST(e.value AS REAL) END), 0) AS investment_ratio_pct
FROM documents d
JOIN extraction_results e ON e.document_id = d.document_id
WHERE d.document_year = '2024'
  AND (e.safir_field_id = 'DF011' OR e.safir_field_id LIKE 'D%')
GROUP BY d.city_name
HAVING investment_ratio_pct IS NOT NULL;",medium,openai/gpt-oss-120b,4,budget_breakdowns,management_summary,"[""documents"", ""extraction_results""]","[""investment_ratio"", ""municipality"", ""year""]",True,[],True,,False,15,18,2,c428f62ff29251469cbe3f5e95325259f49d56b6c852d45a8e6db3ac13591f3b
cand_000283,"Quel est le montant total des dépenses de fonctionnement pour les documents au masque M57_CA et budget principal (BP), ventilé par année ?","SELECT d.document_year,
       SUM(CAST(e.value AS REAL)) AS total_expense
FROM documents d
JOIN extraction_results e ON e.document_id = d.document_id
WHERE d.mask = 'M57_CA'
  AND d.budget_type = 'BP'
  AND e.safir_field_id LIKE 'D%'
GROUP BY d.document_year
ORDER BY d.document_year;",medium,openai/gpt-oss-120b,4,budget_breakdowns,management_summary,"[""documents"", ""extraction_results""]","[""total_expense"", ""mask"", ""budget_type"", ""year""]",True,[],True,,False,23,2,2,03ed1229e4652bf7a16588e9cc107c0bc8da02ee275f60b9b20dc77527d3dbb4
cand_000284,Quel pourcentage des dépenses de fonctionnement est manquant (valeur vide) pour chaque commune en 2024 ?,"SELECT d.city_name,
       (SUM(CASE WHEN e.value = '' OR e.value IS NULL THEN 1 ELSE 0 END) * 100.0) /
       NULLIF(COUNT(e.safir_field_id), 0) AS missing_pct
FROM documents d
JOIN extraction_results e ON e.document_id = d.document_id
WHERE d.document_year = '2024' AND e.safir_field_id LIKE 'D%'
GROUP BY d.city_name
ORDER BY missing_pct DESC;",medium,openai/gpt-oss-120b,4,budget_breakdowns,management_summary,"[""documents"", ""extraction_results""]","[""missing_values"", ""municipality"", ""year""]",True,[],True,,False,24,18,2,6ae0e2ddcae1a1d4223fb0907126b5ad1e2a593f1ea483855047f5d32610f078
cand_000285,"Quelles communes ont une part supérieure à 30 % de la famille de dépenses D002 dans le total des dépenses de fonctionnement en 2024, et quelle est cette part exacte ?","WITH totals AS (
  SELECT d.city_name,
         SUM(CAST(e.value AS REAL)) AS total_expense
  FROM documents d
  JOIN extraction_results e ON e.document_id = d.document_id
  WHERE d.document_year = '2024' AND e.safir_field_id LIKE 'D%'
  GROUP BY d.city_name
),
family AS (
  SELECT d.city_name,
         SUM(CAST(e.value AS REAL)) AS family_expense
  FROM documents d
  JOIN extraction_results e ON e.document_id = d.document_id
  WHERE d.document_year = '2024' AND e.safir_field_id = 'D002'
  GROUP BY d.city_name
)
SELECT t.city_name,
       (f.family_expense * 100.0) / NULLIF(t.total_expense, 0) AS share_pct
FROM totals t
JOIN family f ON f.city_name = t.city_name
WHERE (f.family_expense * 100.0) / NULLIF(t.total_expense, 0) > 30
ORDER BY share_pct DESC;",hard,openai/gpt-oss-120b,4,budget_breakdowns,management_summary,"[""documents"", ""extraction_results""]","[""family_share_threshold"", ""municipality"", ""year""]",True,[],True,,False,23,0,2,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
cand_000286,"Quel est le coefficient de variation (écart‑type / moyenne) des dépenses de fonctionnement totales parmi les communes, pour chaque année, en considérant uniquement le budget principal (BP) ?","WITH city_totals AS (
  SELECT d.document_year,
         d.city_name,
         SUM(CAST(e.value AS REAL)) AS total_expense
  FROM documents d
  JOIN extraction_results e ON e.document_id = d.document_id
  WHERE d.budget_type = 'BP' AND e.safir_field_id LIKE 'D%'
  GROUP BY d.document_year, d.city_name
),
stats AS (
  SELECT document_year,
         AVG(total_expense) AS mean_exp,
         AVG(total_expense * total_expense) AS mean_sq
  FROM city_totals
  GROUP BY document_year
)
SELECT s.document_year,
       (SQRT(s.mean_sq - s.mean_exp * s.mean_exp)) / NULLIF(s.mean_exp, 0) AS coeff_variation
FROM stats s
ORDER BY s.document_year;",hard,openai/gpt-oss-120b,4,budget_breakdowns,management_summary,"[""documents"", ""extraction_results""]","[""coefficient_of_variation"", ""budget_type"", ""year""]",True,[],True,,False,9,2,2,e3e0068051c6450543fc3ffcbba534f66c59de6eaaf1866d1887df6e7948800c
cand_000287,"Pour chaque commune, quel est le pourcentage d’évolution des dépenses d'investissement (DF011) entre 2023 et 2024, et quelles communes affichent une hausse supérieure à 20 % ?","WITH inv AS (
  SELECT d.city_name,
         d.document_year,
         SUM(CAST(e.value AS REAL)) AS inv_expense
  FROM documents d
  JOIN extraction_results e ON e.document_id = d.document_id
  WHERE e.safir_field_id = 'DF011' AND d.document_year IN ('2023','2024')
  GROUP BY d.city_name, d.document_year
),
pivot AS (
  SELECT i2023.city_name,
         i2023.inv_expense AS exp_2023,
         i2024.inv_expense AS exp_2024
  FROM inv i2023
  JOIN inv i2024 ON i2023.city_name = i2024.city_name
  WHERE i2023.document_year = '2023' AND i2024.document_year = '2024'
)
SELECT city_name,
       ((exp_2024 - exp_2023) * 100.0) / NULLIF(exp_2023, 0) AS growth_pct,
       CASE WHEN ((exp_2024 - exp_2023) * 100.0) / NULLIF(exp_2023, 0) > 20 THEN 1 ELSE 0 END AS increase_over_20pct
FROM pivot
ORDER BY growth_pct DESC;",hard,openai/gpt-oss-120b,4,budget_breakdowns,management_summary,"[""documents"", ""extraction_results""]","[""investment_growth"", ""municipality"", ""year""]",True,[],True,,False,4,0,3,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
cand_000288,Quelle est la corrélation entre le nombre de pages et le total des dépenses de fonctionnement pour les documents au masque M57_CA en 2024 ?,"WITH doc_stats AS (
  SELECT d.document_id,
         d.nb_pages,
         SUM(CAST(e.value AS REAL)) AS total_expense
  FROM documents d
  JOIN extraction_results e ON e.document_id = d.document_id
  WHERE d.mask = 'M57_CA' AND d.document_year = '2024' AND e.safir_field_id LIKE 'D%'
  GROUP BY d.document_id
),
agg AS (
  SELECT AVG(nb_pages) AS avg_pages,
         AVG(total_expense) AS avg_exp,
         AVG(nb_pages * total_expense) AS avg_product,
         AVG(nb_pages * nb_pages) AS avg_pages_sq,
         AVG(total_expense * total_expense) AS avg_exp_sq
  FROM doc_stats
)
SELECT (avg_product - avg_pages * avg_exp) /
       (SQRT(avg_pages_sq - avg_pages * avg_pages) * SQRT(avg_exp_sq - avg_exp * avg_exp)) AS correlation
FROM agg;",hard,openai/gpt-oss-120b,4,budget_breakdowns,management_summary,"[""documents"", ""extraction_results""]","[""correlation"", ""pages"", ""mask"", ""year""]",True,[],True,,False,4,1,1,dfed12f9e112d741b188cf10320639acc85d39b27fc40041b52cf438f110df0d
cand_000289,"Pour chaque commune en 2023, quelle proportion des familles de dépenses (codes D…) a une valeur totale nulle, et quelles sont les communes les plus concernées ?","WITH families AS (
  SELECT d.city_name,
         e.safir_field_id AS family,
         SUM(CAST(e.value AS REAL)) AS family_sum
  FROM documents d
  JOIN extraction_results e ON e.document_id = d.document_id
  WHERE d.document_year = '2023' AND e.safir_field_id LIKE 'D%'
  GROUP BY d.city_name, e.safir_field_id
),
counts AS (
  SELECT city_name,
         COUNT(*) AS total_families,
         SUM(CASE WHEN family_sum = 0 THEN 1 ELSE 0 END) AS zero_families
  FROM families
  GROUP BY city_name
)
SELECT city_name,
       (zero_families * 100.0) / NULLIF(total_families, 0) AS zero_family_pct
FROM counts
ORDER BY zero_family_pct DESC;",hard,openai/gpt-oss-120b,4,budget_breakdowns,management_summary,"[""documents"", ""extraction_results""]","[""zero_family_share"", ""municipality"", ""year""]",True,[],True,,False,6,6,2,d4ec9d24baebaaf987370dd874f7c032a9617a6bd7b11dcc1ce3a6af9b9eeba7
cand_000290,Quel est le nombre de documents archivés par année et type de budget ?,"SELECT document_year, budget_type, COUNT(*) AS nb_documents
FROM documents
GROUP BY document_year, budget_type
ORDER BY document_year, budget_type;",easy,openai/gpt-oss-120b,5,portfolio_monitoring,portfolio_review,"[""documents""]","[""count"", ""year"", ""budget_type""]",True,[],True,,False,0,4,3,6e7c0c6f1e91e0dd2c239447993543ea1da5c41f826191f1b32000834fd110dc
cand_000291,Quel pourcentage de documents est au format PDF chaque année ?,"SELECT document_year,
       ROUND(100.0 * SUM(CASE WHEN format = 'pdf' THEN 1 ELSE 0 END) / COUNT(*), 2) AS pct_pdf
FROM documents
GROUP BY document_year;",easy,openai/gpt-oss-120b,5,portfolio_monitoring,portfolio_review,"[""documents""]","[""percentage"", ""format"", ""year""]",True,[],True,,False,0,2,2,d701e2d3e3fbcdd397b2282118b5a7c0d29a440cd0518647a86b9e21f02c66ef
cand_000292,Quelle est la moyenne du nombre de pages des documents validés (état SUCCESS) selon le type de budget ?,"SELECT d.budget_type,
       AVG(d.nb_pages) AS moyenne_pages
FROM documents d
JOIN states s ON d.state_id = s.state_id
WHERE s.code = 'SUCCESS'
GROUP BY d.budget_type;",easy,openai/gpt-oss-120b,5,portfolio_monitoring,portfolio_review,"[""documents"", ""states""]","[""average"", ""pages"", ""budget_type"", ""state""]",True,[],True,,False,6,2,2,10d4e2b37b2ed716bd614eeddb5e61ffc31fb9cd3ea1fae40d77b5e274f111bc
cand_000293,Combien de documents ont généré au moins une erreur d'extraction chaque année ?,"SELECT d.document_year,
       COUNT(DISTINCT er.document_id) AS docs_avec_erreur
FROM extraction_results er
JOIN documents d ON er.document_id = d.document_id
WHERE er.message_error IS NOT NULL
GROUP BY d.document_year;",easy,openai/gpt-oss-120b,5,portfolio_monitoring,portfolio_review,"[""extraction_results"", ""documents""]","[""count"", ""error"", ""year""]",True,[],True,,False,11,2,2,b0149c3c9101b94d9d9ca24d0367a41e4244edd9bbf7d7bcd6c927a34e941fac
cand_000294,Quel est le total des dépenses de fonctionnement (champ D001) par commune pour l'année 2023 et le budget principal ?,"SELECT d.city_name,
       SUM(CAST(er.value AS REAL)) AS total_D001
FROM documents d
JOIN extraction_results er ON d.document_id = er.document_id
WHERE d.document_year = '2023'
  AND d.budget_type = 'BP'
  AND er.safir_field_id = 'D001'
GROUP BY d.city_name
ORDER BY total_D001 DESC;",medium,openai/gpt-oss-120b,5,portfolio_monitoring,portfolio_review,"[""documents"", ""extraction_results""]","[""sum"", ""expense"", ""city"", ""year"", ""budget_type""]",True,[],True,,False,4,5,2,159c14b056a2dcc8c9b0a1ee207e3448b6287256bda07f01414f438ec29c7a02
cand_000295,"Quelle part des dépenses d'investissement (DF011) représente‑t‑elle le total des dépenses (D001 + D002) par commune en 2024, et quelles sont les 5 communes les plus investies ?","WITH expenses AS (
  SELECT d.city_name,
         SUM(CASE WHEN er.safir_field_id IN ('D001', 'D002') THEN CAST(er.value AS REAL) ELSE 0 END) AS total_dep,
         SUM(CASE WHEN er.safir_field_id = 'DF011' THEN CAST(er.value AS REAL) ELSE 0 END) AS invest
  FROM documents d
  JOIN extraction_results er ON d.document_id = er.document_id
  WHERE d.document_year = '2024'
    AND d.budget_type = 'BP'
  GROUP BY d.city_name
)
SELECT city_name,
       ROUND(100.0 * invest / total_dep, 2) AS pct_investissement
FROM expenses
WHERE total_dep > 0
ORDER BY pct_investissement DESC
LIMIT 5;",medium,openai/gpt-oss-120b,5,portfolio_monitoring,portfolio_review,"[""documents"", ""extraction_results""]","[""percentage"", ""investment"", ""city"", ""year"", ""budget_type""]",True,[],True,,False,9,5,2,56ece0defb54efc4d08c13485b6f52c56a6077d3919e72fb116ba8c1c6545f9e
cand_000296,Quel est le nombre moyen de champs extraits par document pour chaque masque en 2024 ?,"WITH per_doc AS (
  SELECT d.document_id,
         d.mask,
         COUNT(DISTINCT er.safir_field_id) AS nb_champs
  FROM documents d
  JOIN extraction_results er ON d.document_id = er.document_id
  WHERE d.document_year = '2024'
  GROUP BY d.document_id
)
SELECT mask,
       ROUND(AVG(nb_champs), 2) AS moyenne_champs
FROM per_doc
GROUP BY mask
ORDER BY moyenne_champs DESC;",medium,openai/gpt-oss-120b,5,portfolio_monitoring,portfolio_review,"[""documents"", ""extraction_results""]","[""average"", ""fields"", ""mask"", ""year""]",True,[],True,,False,10,2,2,1d38aee0c16286ec1199e5e0422c33cb397fc6fdc28fa82a943258886e32990d
cand_000297,"Quelle est la médiane du nombre de pages des documents qui comportent un avertissement, par année ?","WITH warned AS (
  SELECT document_year,
         nb_pages,
         ROW_NUMBER() OVER (PARTITION BY document_year ORDER BY nb_pages) AS rn,
         COUNT(*) OVER (PARTITION BY document_year) AS cnt
  FROM documents
  WHERE warning_message <> ''
)
SELECT document_year,
       AVG(nb_pages) AS median_pages
FROM (
  SELECT document_year, nb_pages
  FROM warned
  WHERE rn IN ((cnt + 1) / 2, (cnt + 2) / 2)
)
GROUP BY document_year;",medium,openai/gpt-oss-120b,5,portfolio_monitoring,portfolio_review,"[""documents""]","[""median"", ""pages"", ""warning"", ""year""]",True,[],True,,False,0,2,2,debce21b036925f9baeb4a66545a4d5f234b861fe7b3876f3304a68e38d77955
cand_000298,Combien de champs SAFIR distincts sont extraits par commune pour le budget principal en 2024 ?,"SELECT d.city_name,
       COUNT(DISTINCT er.safir_field_id) AS nb_champs_distincts
FROM documents d
JOIN extraction_results er ON d.document_id = er.document_id
WHERE d.document_year = '2024'
  AND d.budget_type = 'BP'
GROUP BY d.city_name;",medium,openai/gpt-oss-120b,5,portfolio_monitoring,portfolio_review,"[""documents"", ""extraction_results""]","[""count"", ""distinct"", ""city"", ""year"", ""budget_type""]",True,[],True,,False,12,16,2,58fabdeaa2ada45caeb4e0f0dcfd299a0748527032a375ae59e14649e9ef65ce
cand_000299,"Quel est le ratio (en %) des documents contenant au moins une erreur d'extraction par rapport à ceux contenant un avertissement, selon le format en 2024 ?","WITH err AS (
  SELECT d.format, d.document_id
  FROM documents d
  JOIN extraction_results er ON d.document_id = er.document_id
  WHERE d.document_year = '2024' AND er.message_error IS NOT NULL
  GROUP BY d.format, d.document_id
),
warn AS (
  SELECT d.format, d.document_id
  FROM documents d
  JOIN extraction_results er ON d.document_id = er.document_id
  WHERE d.document_year = '2024' AND er.message_warning IS NOT NULL
  GROUP BY d.format, d.document_id
)
SELECT e.format,
       ROUND(100.0 * COUNT(DISTINCT e.document_id) / NULLIF(COUNT(DISTINCT w.document_id), 0), 2) AS pct_erreur_sur_avertissement
FROM err e
LEFT JOIN warn w ON e.format = w.format
GROUP BY e.format;",medium,openai/gpt-oss-120b,5,portfolio_monitoring,portfolio_review,"[""documents"", ""extraction_results""]","[""ratio"", ""error"", ""warning"", ""format"", ""year""]",True,[],True,,False,34,2,2,caa3619958202a87804674f048813a45d5114095137671bfed725964e1982f08
cand_000300,"Pour chaque commune, quelle est la variance du champ D001 entre 2023 et 2024, et quelles communes dépassent une variance de 1 000 000 ?","WITH valeurs AS (
  SELECT d.city_name,
         CAST(er.value AS REAL) AS val
  FROM documents d
  JOIN extraction_results er ON d.document_id = er.document_id
  WHERE er.safir_field_id = 'D001'
    AND d.document_year IN ('2023', '2024')
)
SELECT city_name,
       (AVG(val * val) - AVG(val) * AVG(val)) AS variance
FROM valeurs
GROUP BY city_name
HAVING variance > 1000000
ORDER BY variance DESC;",hard,openai/gpt-oss-120b,5,portfolio_monitoring,portfolio_review,"[""documents"", ""extraction_results""]","[""variance"", ""city"", ""year"", ""expense""]",True,[],True,,False,5,5,2,91166116fa7aaa3030d057da99e64a63cbc96b1e650a9a9640f2aa671c2d5c7f
cand_000301,Quelles communes ont vu leur part de dépenses d'investissement (DF011) augmenter de plus de 15 % du total des dépenses entre 2023 et 2024 ?,"WITH exp AS (
  SELECT d.city_name,
         d.document_year,
         SUM(CASE WHEN er.safir_field_id IN ('D001', 'D002') THEN CAST(er.value AS REAL) ELSE 0 END) AS total_dep,
         SUM(CASE WHEN er.safir_field_id = 'DF011' THEN CAST(er.value AS REAL) ELSE 0 END) AS invest
  FROM documents d
  JOIN extraction_results er ON d.document_id = er.document_id
  WHERE d.document_year IN ('2023', '2024')
  GROUP BY d.city_name, d.document_year
),
pct AS (
  SELECT city_name,
         document_year,
         CASE WHEN total_dep > 0 THEN invest / total_dep ELSE 0 END AS part_invest
  FROM exp
)
SELECT p2024.city_name,
       ROUND((p2024.part_invest - p2023.part_invest) * 100, 2) AS hausse_pct
FROM pct p2024
JOIN pct p2023 ON p2024.city_name = p2023.city_name
WHERE p2024.document_year = '2024'
  AND p2023.document_year = '2023'
  AND (p2024.part_invest - p2023.part_invest) > 0.15
ORDER BY hausse_pct DESC;",hard,openai/gpt-oss-120b,5,portfolio_monitoring,portfolio_review,"[""documents"", ""extraction_results""]","[""increase"", ""percentage"", ""city"", ""year"", ""investment""]",True,[],True,,False,17,0,2,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
cand_000302,"Quel est la moyenne pondérée du champ D001 par commune (pondération = nombre de pages) pour le budget principal en 2024, et quelles sont les 5 meilleures ?","WITH data AS (
  SELECT d.city_name,
         CAST(er.value AS REAL) AS d001,
         d.nb_pages
  FROM documents d
  JOIN extraction_results er ON d.document_id = er.document_id
  WHERE d.document_year = '2024'
    AND d.budget_type = 'BP'
    AND er.safir_field_id = 'D001'
)
SELECT city_name,
       ROUND(SUM(d001 * nb_pages) / SUM(nb_pages), 2) AS moyenne_ponderee_d001
FROM data
GROUP BY city_name
ORDER BY moyenne_ponderee_d001 DESC
LIMIT 5;",hard,openai/gpt-oss-120b,5,portfolio_monitoring,portfolio_review,"[""documents"", ""extraction_results""]","[""weighted_average"", ""city"", ""year"", ""budget_type"", ""expense""]",True,[],True,,False,4,5,2,a694177f81ce4940171333448a1e857daf71e9071d6d6d3ce49f70974458834e
cand_000303,"Quel est le montant moyen du champ D001 par page pour chaque masque (budget principal, 2024) ?","WITH data AS (
  SELECT d.mask,
         CAST(er.value AS REAL) AS d001,
         d.nb_pages
  FROM documents d
  JOIN extraction_results er ON d.document_id = er.document_id
  WHERE d.document_year = '2024'
    AND d.budget_type = 'BP'
    AND er.safir_field_id = 'D001'
)
SELECT mask,
       ROUND(SUM(d001) / SUM(nb_pages), 4) AS d001_par_page
FROM data
GROUP BY mask
ORDER BY d001_par_page DESC;",hard,openai/gpt-oss-120b,5,portfolio_monitoring,portfolio_review,"[""documents"", ""extraction_results""]","[""average_per_page"", ""mask"", ""year"", ""budget_type"", ""expense""]",True,[],True,,False,4,2,2,9fd6ccfbd02ff0c707f775eb28dbfae34c9ec9dd19c34d8dc16b2313096b530c
cand_000304,Quelles sont les 5 communes avec les dépenses de fonctionnement les plus élevées en 2024 pour le budget principal (BP) ?,"SELECT d.city_name,
       CAST(r.value AS REAL) AS total_expense
FROM documents d
JOIN extraction_results r ON d.document_id = r.document_id
WHERE r.safir_field_id = 'D001'
  AND d.document_year = '2024'
  AND d.budget_type = 'BP'
ORDER BY total_expense DESC
LIMIT 5;",easy,openai/gpt-oss-120b,6,ranking_and_outliers,executive_dashboard,"[""documents"", ""extraction_results""]","[""ranking"", ""expense"", ""budget_type"", ""year"", ""municipality""]",True,[],True,,False,5,5,2,a519166955bc11aa66673adf0e8d1cc47a8828068d9c8df0a5cacdc7f16dd601
