question,response
Quelle est la moyenne du champ D001 par commune pour le budget principal en 2024 ?,"This query calculates the average value of the financial field D001 for each municipality, limited to the main budget (BP) of the year 2024.
### Step-by-Step Solution:
1. Join the **extraction_results** table with **documents** on the document identifier to associate each extracted value with its originating document and municipality.
2. Filter rows where the extracted field identifier (**safir_field_id**) equals 'D001', the document year is '2024', and the budget type is 'BP'.
3. Group the filtered rows by the city name (**city_name**) to aggregate results per commune.
4. Convert the extracted **value** from text to a numeric type, compute the average for each group, and round the result to two decimal places.
5. Exclude any groups with no records using a HAVING clause, then sort the communes by the computed average in descending order.
Here is the resulting SQL query:

SELECT d.city_name AS commune,
       ROUND(AVG(CAST(er.value AS REAL)), 2) AS moyenne_D001
FROM extraction_results er
JOIN documents d ON er.document_id = d.document_id
WHERE er.safir_field_id = 'D001'
  AND d.document_year = '2024'
  AND d.budget_type = 'BP'
GROUP BY d.city_name
HAVING COUNT(*) > 0
ORDER BY moyenne_D001 DESC;"
Quel est le taux de croissance du total D001 entre 2023 et 2024 pour chaque commune (budget principal) ?,"The goal is to determine the percentage growth of the total D001 amount from 2023 to 2024 for each municipality, considering only the main budget (BP).
### Step-by-Step Solution:
1. Create a Common Table Expression (**CTE**) named **total** that aggregates the sum of D001 values per commune and per year (2023 or 2024). This involves joining **extraction_results** with **documents**, filtering on the field ID 'D001', the main budget type, and the two target years.
2. Within the CTE, cast the extracted **value** to a numeric type, sum it for each (commune, year) pair, and label the columns appropriately.
3. Outside the CTE, join the **total** rows for 2024 with the corresponding 2023 rows on the commune name.
4. Compute the growth rate as ((total_2024 - total_2023) * 100) divided by total_2023, handling possible division‑by‑zero with **NULLIF**.
5. Round the percentage to two decimal places, select the commune and its growth rate, and order the result set by the growth percentage in descending order.
Here is the resulting SQL query:

WITH total AS (
  SELECT d.city_name AS commune,
         d.document_year AS annee,
         SUM(CAST(er.value AS REAL)) AS total_D001
  FROM extraction_results er
  JOIN documents d ON er.document_id = d.document_id
  WHERE er.safir_field_id = 'D001'
    AND d.budget_type = 'BP'
    AND d.document_year IN ('2023','2024')
  GROUP BY d.city_name, d.document_year
)
SELECT t2024.commune,
       ROUND((t2024.total_D001 - t2023.total_D001) * 100.0 / NULLIF(t2023.total_D001, 0), 2) AS taux_croissance_pct
FROM total t2024
JOIN total t2023 ON t2024.commune = t2023.commune
WHERE t2024.annee = '2024' AND t2023.annee = '2023'
ORDER BY taux_croissance_pct DESC;"
"Quel est le nombre moyen de pages par document pour chaque masque en 2023, pour le budget annexé ?","This query returns the average number of pages per document for each document mask, restricted to the year 2023 and to annexed budgets (BA).
### Step-by-Step Solution:
1. Filter the **documents** table to keep only rows where **document_year** equals '2023' and **budget_type** is 'BA'.
2. Group the remaining records by the **mask** column, which identifies the document type.
3. For each mask group, calculate the average of the **nb_pages** column, converting the result to a numeric value with two‑decimal precision using **ROUND**.
4. Order the output by the computed average page count in descending order so that masks with the highest average pages appear first.
Here is the resulting SQL query:

SELECT d.mask,
       ROUND(AVG(d.nb_pages), 2) AS pages_moyennes
FROM documents d
WHERE d.document_year = '2023' AND d.budget_type = 'BA'
GROUP BY d.mask
ORDER BY pages_moyennes DESC;"
Quel est le ratio des documents contenant à la fois un message d’erreur et un avertissement par rapport au total des documents chaque année ?,"This query calculates, for each budget year, how often documents contain both an error message and a warning message relative to all documents of that year.
### Step-by-Step Solution:
1. Group all rows in the **documents** table by the `document_year` column.
2. For each year, count the total number of documents using `COUNT(*)`.
3. Within the same grouping, evaluate each document: if both `error_message` and `warning_message` are non‑empty, contribute 1 to a conditional sum, otherwise 0.
4. Divide the conditional sum by the total count, multiply by 100, and round the result to two decimal places to obtain a percentage.
5. Return the year (`annee`) and the computed percentage (`pct_both`), ordering the rows chronologically.
Here is the resulting SQL query:

SELECT d.document_year AS annee,
       ROUND(100.0 * SUM(CASE WHEN d.error_message <> '' AND d.warning_message <> '' THEN 1 ELSE 0 END) / COUNT(*), 2) AS pct_both
FROM documents d
GROUP BY d.document_year
ORDER BY d.document_year;"
Quels sont les 3 masques qui ont le plus grand nombre moyen de champs SAFIR distincts extraits par document en 2024 ?,"This query identifies the three document masks that, in 2024, have the highest average number of distinct SAFIR fields extracted per document.
### Step-by-Step Solution:
1. Join **extraction_results** with **documents** to associate each extracted field with its document mask and filter to rows where `document_year` equals '2024'.
2. For each document, count the distinct `safir_field_id` values, producing a per‑document field count (`nb_champs`).
3. Keep the mask information together with the per‑document count in a common‑table expression named `fields_per_doc`.
4. Aggregate the CTE by `mask`, calculating the average of `nb_champs` for each mask and rounding to two decimals.
5. Order the masks by the average descending and limit the output to the top three entries.
Here is the resulting SQL query:

WITH fields_per_doc AS (
  SELECT er.document_id,
         d.mask,
         COUNT(DISTINCT er.safir_field_id) AS nb_champs
  FROM extraction_results er
  JOIN documents d ON er.document_id = d.document_id
  WHERE d.document_year = '2024'
  GROUP BY er.document_id, d.mask
)
SELECT mask,
       ROUND(AVG(nb_champs), 2) AS avg_champs_par_doc
FROM fields_per_doc
GROUP BY mask
ORDER BY avg_champs_par_doc DESC
LIMIT 3;"
"Pour chaque ville, quel est le nombre total de champs extraits avec succès pour le budget principal en 2024 ?","This query reports, for every city, the total number of fields that were successfully extracted for the main budget (BP) in the year 2024.
### Step-by-Step Solution:
1. Join **extraction_results** with **documents** to obtain the city name, budget type, and year for each extracted field.
2. Join the result with **states** to access the extraction state code.
3. Apply filters: keep only rows where `document_year` is '2024', `budget_type` is 'BP', and the state code is 'SUCCESS'.
4. Group the filtered rows by `city_name` and count all rows in each group, which corresponds to the number of successfully extracted fields.
5. Return the city name (`ville`) and the count (`nb_champs_success`), ordering the list from highest to lowest count.
Here is the resulting SQL query:

SELECT d.city_name AS ville,
       COUNT(*) AS nb_champs_success
FROM extraction_results er
JOIN documents d ON er.document_id = d.document_id
JOIN states s ON er.state_id = s.state_id
WHERE d.document_year = '2024'
  AND d.budget_type = 'BP'
  AND s.code = 'SUCCESS'
GROUP BY d.city_name
ORDER BY nb_champs_success DESC;"
"Pour chaque commune, quel pourcentage de ses documents BP 2024 possède un champ D001 supérieur à 10 % du total D001 + D002 + DF011 du même document ?","The query determines, for each municipality, how many of its 2024 primary‑budget (BP) documents have a D001 value that exceeds 10 % of the sum D001 + D002 + DF011, and then expresses this as a percentage of the total documents for that municipality.
### Step-by-Step Solution:
1. Filter extraction results to the three target fields (D001, D002, DF011) and join them with documents that belong to the year 2024 and have budget_type = 'BP'.
2. Group by document_id and city_name, using conditional aggregation to pull the numeric value of each field (casting the text value to REAL) into separate columns d001, d002, and df011.
3. In the outer query, group the intermediate result by city_name (commune). For each commune, count how many documents satisfy the condition d001 > 0.1 * (d001 + d002 + df011).
4. Divide the count of qualifying documents by the total number of documents for the commune, multiply by 100, and round to two decimal places to obtain the percentage.
5. Order the final list by the percentage in descending order so that communes with the highest share appear first.
Here is the resulting SQL query:

WITH doc_totals AS (
  SELECT er.document_id,
         d.city_name,
         MAX(CASE WHEN er.safir_field_id = 'D001' THEN CAST(er.value AS REAL) END) AS d001,
         MAX(CASE WHEN er.safir_field_id = 'D002' THEN CAST(er.value AS REAL) END) AS d002,
         MAX(CASE WHEN er.safir_field_id = 'DF011' THEN CAST(er.value AS REAL) END) AS df011
  FROM extraction_results er
  JOIN documents d ON er.document_id = d.document_id
  WHERE d.document_year = '2024' AND d.budget_type = 'BP'
    AND er.safir_field_id IN ('D001','D002','DF011')
  GROUP BY er.document_id, d.city_name
)
SELECT city_name AS commune,
       ROUND(100.0 * SUM(CASE WHEN d001 > 0.1 * (d001 + d002 + df011) THEN 1 ELSE 0 END) / COUNT(*), 2) AS pct_documents
FROM doc_totals
GROUP BY city_name
ORDER BY pct_documents DESC;"
Quel est le coefficient de Gini du champ D001 parmi les communes pour 2024 (budget principal) ?,"This query calculates the Gini coefficient for the D001 field across all municipalities for the 2024 primary‑budget (BP) documents, providing a measure of inequality in the distribution of D001 values.
### Step-by-Step Solution:
1. Aggregate extraction results to obtain the total D001 value per city for documents dated 2024 with budget_type = 'BP'.
2. Order the resulting totals by the D001 amount and assign a row number (rn) to each commune while also computing the total number of communes (n) using window functions.
3. Apply the standard Gini formula: Σ[(2 * rn - n - 1) * total_d001] divided by (n * Σ total_d001). This is performed in the gini_calc CTE.
4. Round the computed Gini coefficient to four decimal places for readability.
5. Return the rounded Gini coefficient as the final result.
Here is the resulting SQL query:

WITH totals AS (
  SELECT d.city_name AS commune,
         SUM(CAST(er.value AS REAL)) AS total_d001
  FROM extraction_results er
  JOIN documents d ON er.document_id = d.document_id
  WHERE er.safir_field_id = 'D001' AND d.document_year = '2024' AND d.budget_type = 'BP'
  GROUP BY d.city_name
),
ordered AS (
  SELECT commune,
         total_d001,
         ROW_NUMBER() OVER (ORDER BY total_d001) AS rn,
         COUNT(*) OVER () AS n
  FROM totals
),
gini_calc AS (
  SELECT SUM((2 * rn - n - 1) * total_d001) * 1.0 / (n * SUM(total_d001)) AS gini
  FROM ordered
)
SELECT ROUND(gini, 4) AS gini_coefficient
FROM gini_calc;"
Quelles sont les 5 communes où le nombre total de champs extraits par page est le plus faible pour le budget annexé en 2023 ?,"The query finds the five municipalities with the lowest average number of extracted fields per page for annexed‑budget (BA) documents from 2023.
### Step-by-Step Solution:
1. Select all documents from 2023 with budget_type = 'BA', retrieving their document_id, city_name, and page count (nb_pages).
2. Left‑join these documents with extraction_results to count how many field results (result_id) are associated with each document, ensuring documents without any fields are still included.
3. Group by city_name to compute, for each municipality, the total number of pages (sum of nb_pages) and the total number of extracted fields (count of result_id).
4. Calculate the fields‑per‑page metric by dividing total_fields by total_pages, handling the case where total_pages is zero to avoid division errors.
5. Order the municipalities by the fields‑per‑page value in ascending order and limit the output to the top five rows.
Here is the resulting SQL query:

WITH doc_pages AS (
  SELECT d.document_id, d.city_name, d.nb_pages
  FROM documents d
  WHERE d.document_year = '2023' AND d.budget_type = 'BA'
),
field_counts AS (
  SELECT dp.city_name,
         SUM(dp.nb_pages) AS total_pages,
         COUNT(er.result_id) AS total_fields
  FROM doc_pages dp
  LEFT JOIN extraction_results er ON er.document_id = dp.document_id
  GROUP BY dp.city_name
)
SELECT city_name AS commune,
       total_fields,
       total_pages,
       ROUND(CASE WHEN total_pages = 0 THEN 0 ELSE total_fields * 1.0 / total_pages END, 4) AS champs_par_page
FROM field_counts
ORDER BY champs_par_page ASC
LIMIT 5;"
Quel est le nombre moyen de champs SAFIR extraits par document en 2023 ?,"This query calculates the average number of SAFIR fields that were extracted for each document created in the year 2023.
### Step-by-Step Solution:
1. Filter the **documents** table to keep only rows where `document_year` equals '2023'.
2. Join the filtered documents with **extraction_results** on `document_id` to associate each extracted field with its source document.
3. Group the joined rows by `document_id` and count the number of extraction result rows per document, producing a count (`cnt`) for each document.
4. Compute the average of these per‑document counts across all documents and round the result to two decimal places.
Here is the resulting SQL query:

SELECT ROUND(AVG(cnt), 2) AS moyenne_champs_par_doc FROM (SELECT d.document_id, COUNT(*) AS cnt FROM documents d JOIN extraction_results er ON d.document_id = er.document_id WHERE d.document_year='2023' GROUP BY d.document_id);"
Quel type de budget (BP ou BA) a le plus grand nombre total de champs SAFIR extraits ?,"This query determines which budget type (BP or BA) has the highest total number of SAFIR fields extracted across all documents.
### Step-by-Step Solution:
1. Join **documents** with **extraction_results** on `document_id` to link each extracted field to its document and retrieve the document's `budget_type`.
2. Group the joined rows by `document_id` and count the number of extraction results per document, yielding a field count (`cnt`) for each document.
3. Aggregate these per‑document counts by `budget_type`, summing the counts to obtain the total number of extracted fields for each budget type.
4. Order the totals in descending order and keep only the top row, which represents the budget type with the greatest total field count.
Here is the resulting SQL query:

SELECT budget_type, SUM(cnt) AS total_champs FROM (SELECT d.budget_type, d.document_id, COUNT(*) AS cnt FROM documents d JOIN extraction_results er ON d.document_id = er.document_id GROUP BY d.document_id) GROUP BY budget_type ORDER BY total_champs DESC LIMIT 1;"
Combien de documents ont généré au moins une erreur d'extraction (message_error non vide) en 2024 ?,"This query counts how many distinct documents produced at least one extraction error (i.e., a non‑empty `message_error`) in the year 2024.
### Step-by-Step Solution:
1. Filter the **documents** table to retain rows where `document_year` equals '2024'.
2. Join these documents with **extraction_results** on `document_id` to access the error messages associated with each extraction.
3. Apply a condition that `message_error` is not NULL and not an empty string, ensuring only rows with actual error content are considered.
4. Count the distinct `document_id` values from the filtered set, giving the number of documents that encountered at least one extraction error.
Here is the resulting SQL query:

SELECT COUNT(DISTINCT d.document_id) AS nb_docs_avec_erreur FROM documents d JOIN extraction_results er ON d.document_id = er.document_id WHERE d.document_year='2024' AND er.message_error IS NOT NULL AND er.message_error <> '';"
Quel est le champ SAFIR le plus fréquemment extrait dans les documents de budget principal (BP) en 2023 ?,"The goal is to identify which SAFIR field appears most often in primary budget (BP) documents for the year 2023.
### Step-by-Step Solution:
1. Join the `extraction_results` table with the `documents` table on `document_id` to associate each extracted field with its source document.
2. Filter the joined rows to keep only documents where `budget_type` is 'BP' and `document_year` is '2023'.
3. Group the remaining rows by `safir_field_id` and count the number of occurrences for each field.
4. Order the groups by the count in descending order so the most frequent field comes first.
5. Limit the result to a single row to return only the top‑most frequent SAFIR field and its occurrence count.
Here is the resulting SQL query:

SELECT safir_field_id, COUNT(*) AS occurrences FROM extraction_results er JOIN documents d ON er.document_id = d.document_id WHERE d.budget_type='BP' AND d.document_year='2023' GROUP BY safir_field_id ORDER BY occurrences DESC LIMIT 1;"
"Pour chaque année, quel est le nombre moyen de champs SAFIR manquants par document (c’est‑à‑dire champs attendus dans field_rules mais non extraits) ?","We need to compute, for each year, the average number of SAFIR fields that were expected (according to the extraction rules) but not actually extracted.
### Step-by-Step Solution:
1. Create a CTE `expected` that, for every document, counts the distinct SAFIR fields defined in `field_rules` whose `mask` matches the document's mask; this gives the total expected fields per document and year.
2. Create a second CTE `extracted` that counts the distinct SAFIR fields present in `extraction_results` for each document, representing the fields that were actually extracted.
3. Left‑join `expected` with `extracted` on `document_id` so that documents with no extracted fields still appear, using `IFNULL` to treat missing counts as zero.
4. For each document, compute the number of missing fields as `expected count - extracted count`.
5. Group the results by `document_year` and calculate the average of the missing‑field counts, rounding the final value to two decimal places.
Here is the resulting SQL query:

WITH expected AS (SELECT d.document_id, d.document_year, COUNT(DISTINCT fr.safir_field_id) AS exp_cnt FROM documents d JOIN field_rules fr ON d.mask = fr.mask GROUP BY d.document_id, d.document_year), extracted AS (SELECT d.document_id, COUNT(DISTINCT er.safir_field_id) AS ext_cnt FROM documents d JOIN extraction_results er ON d.document_id = er.document_id GROUP BY d.document_id) SELECT e.document_year, ROUND(AVG(e.exp_cnt - IFNULL(x.ext_cnt,0)),2) AS avg_missing_fields FROM expected e LEFT JOIN extracted x ON e.document_id = x.document_id GROUP BY e.document_year;"
Quel est le taux de couverture (pourcentage de champs SAFIR attendus qui ont été extraits) par type de budget (BP vs BA) pour l'année 2024 ?,"The task is to determine the coverage percentage of expected SAFIR fields that were successfully extracted, broken down by budget type (BP vs BA) for the year 2024.
### Step-by-Step Solution:
1. Filter the `documents` table to keep only rows for the year 2024, selecting `document_id`, `budget_type`, and `mask` (CTE `docs`).
2. Join `docs` with `field_rules` on matching `mask` to count the distinct expected SAFIR fields per `budget_type` (CTE `expected`).
3. Join `docs` with `extraction_results` on `document_id` to count the distinct extracted SAFIR fields per `budget_type` (CTE `extracted`).
4. Left‑join the `expected` and `extracted` aggregates on `budget_type` and compute the coverage percentage as `100 * extracted_count / expected_count`, using `IFNULL` to handle cases with no extracted fields.
5. Round the coverage percentage to two decimal places for readability.
Here is the resulting SQL query:

WITH docs AS (SELECT document_id, budget_type, mask FROM documents WHERE document_year='2024'), expected AS (SELECT d.budget_type, COUNT(DISTINCT fr.safir_field_id) AS exp_cnt FROM docs d JOIN field_rules fr ON d.mask = fr.mask GROUP BY d.budget_type), extracted AS (SELECT d.budget_type, COUNT(DISTINCT er.safir_field_id) AS ext_cnt FROM docs d JOIN extraction_results er ON d.document_id = er.document_id GROUP BY d.budget_type) SELECT e.budget_type, ROUND(100.0 * IFNULL(x.ext_cnt,0) / e.exp_cnt,2) AS couverture_pct FROM expected e LEFT JOIN extracted x ON e.budget_type = x.budget_type;"
Quel champ SAFIR présente la plus grande variation relative (écart‑type / moyenne) de sa valeur numérique entre les communes en 2024 pour le budget principal (BP) ?,"The query identifies which SAFIR field shows the greatest relative variability across municipalities for the 2024 main budget (BP). ### Step-by-Step Solution: 1. Join the extraction results with their corresponding documents and keep only rows from the year 2024 and budget type BP. 2. Discard records where the extracted value is null or empty, then cast the textual value to a real number. 3. Group the numeric values by SAFIR field and compute the average and the standard deviation (using the formula sqrt(E[x²]‑E[x]²)). 4. Exclude fields with a zero average to avoid division by zero. 5. Calculate the coefficient of variation as standard deviation divided by the average, round it to four decimals, and order the fields descending by this coefficient. 6. Return the top field – the one with the highest coefficient of variation. Here is the resulting SQL query:

WITH vals AS (SELECT er.safir_field_id, CAST(er.value AS REAL) AS val FROM extraction_results er JOIN documents d ON er.document_id = d.document_id WHERE d.document_year='2024' AND d.budget_type='BP' AND er.value NOT NULL AND er.value <> '' ), stats AS (SELECT safir_field_id, AVG(val) AS avg_val, sqrt(AVG(val*val) - AVG(val)*AVG(val)) AS stddev FROM vals GROUP BY safir_field_id HAVING stddev IS NOT NULL AND avg_val <> 0) SELECT safir_field_id, ROUND(stddev/avg_val,4) AS coeff_variation FROM stats ORDER BY coeff_variation DESC LIMIT 1;"
Quelle est la corrélation (coefficient de Pearson) entre les valeurs numériques du champ D001 et du champ D002 au niveau des documents de budget principal (BP) en 2023 ?,"This query calculates the Pearson correlation coefficient between the numeric values of SAFIR fields D001 and D002 for main‑budget (BP) documents from 2023. ### Step-by-Step Solution: 1. Select all documents from 2023 with budget type BP. 2. Join extraction results twice: once to fetch the value for field D001 and once for field D002, ensuring both values are present and non‑empty. 3. Cast both extracted values to real numbers. 4. Compute the necessary aggregates: averages of D001, D002, their product, and the squares of each, as well as the count of paired observations. 5. Apply the Pearson formula (covariance divided by the product of standard deviations) using the pre‑computed aggregates. 6. Return the correlation coefficient. Here is the resulting SQL query:

WITH vals AS (SELECT d.document_id, CAST(er1.value AS REAL) AS d001, CAST(er2.value AS REAL) AS d002 FROM documents d JOIN extraction_results er1 ON d.document_id = er1.document_id AND er1.safir_field_id='D001' JOIN extraction_results er2 ON d.document_id = er2.document_id AND er2.safir_field_id='D002' WHERE d.document_year='2023' AND d.budget_type='BP' AND er1.value NOT NULL AND er1.value<>'' AND er2.value NOT NULL AND er2.value<>'' ), stats AS (SELECT AVG(d001) AS avg1, AVG(d002) AS avg2, AVG(d001*d002) AS avg_prod, AVG(d001*d001) AS avg_sq1, AVG(d002*d002) AS avg_sq2, COUNT(*) AS n FROM vals) SELECT (avg_prod - avg1*avg2) / sqrt((avg_sq1 - avg1*avg1)*(avg_sq2 - avg2*avg2)) AS pearson_corr FROM stats;"
"Pour chaque année, quel est le taux de documents où plus de 30 % des champs SAFIR attendus sont manquants (c’est‑à‑dire non extraits) ?","The query determines, for each year, the percentage of documents where more than 30 % of the expected SAFIR fields are missing. ### Step-by-Step Solution: 1. List all documents with their year and mask. 2. For each document, count the distinct SAFIR fields that are expected according to the field_rules matching the document's mask. 3. Count the distinct SAFIR fields that were actually extracted for each document. 4. Compute the missing‑field ratio per document as (expected ‑ extracted) / expected, treating missing extraction counts as zero when no results exist. 5. Flag documents where this ratio exceeds 0.30. 6. Aggregate by year: calculate the proportion of flagged documents out of the total documents for that year, express it as a percentage rounded to two decimals. Here is the resulting SQL query:

WITH docs AS (SELECT document_id, document_year, mask FROM documents), expected AS (SELECT d.document_id, d.document_year, COUNT(DISTINCT fr.safir_field_id) AS exp_cnt FROM docs d JOIN field_rules fr ON d.mask = fr.mask GROUP BY d.document_id, d.document_year), extracted AS (SELECT d.document_id, COUNT(DISTINCT er.safir_field_id) AS ext_cnt FROM docs d JOIN extraction_results er ON d.document_id = er.document_id GROUP BY d.document_id) SELECT e.document_year, ROUND(100.0 * SUM(CASE WHEN (e.exp_cnt - IFNULL(x.ext_cnt,0)) * 1.0 / e.exp_cnt > 0.30 THEN 1 ELSE 0 END) / COUNT(*),2) AS pct_docs_high_missing FROM expected e LEFT JOIN extracted x ON e.document_id = x.document_id GROUP BY e.document_year;"
"Quel est le nombre de documents où le champ SAFIR 'Conso' est présent mais dont la valeur est nulle ou vide, alors que le champ 'Année' indique 2023, et quel pourcentage cela représente‑t‑il parmi tous les documents de 2023 ?","The query determines how many 2023 documents contain the SAFIR field 'Conso' but have no value, and expresses this count as a percentage of all 2023 documents.
### Step-by-Step Solution:
1. Select all document identifiers from the **documents** table where the **document_year** equals '2023'.
2. From the **extraction_results** table, retrieve document identifiers where **safir_field_id** is 'Conso' and the **value** is either NULL or an empty string after trimming.
3. Also from **extraction_results**, retrieve document identifiers where **safir_field_id** is 'Année' and the trimmed **value** equals '2023'.
4. Join the sets from steps 2 and 3 on **document_id** to keep only documents that satisfy both conditions (blank 'Conso' and year 2023 indicated by the 'Année' field).
5. Count the distinct document identifiers from the join to get the number of matching documents, and divide this count by the total number of 2023 documents obtained in step 1, multiplying by 100 and rounding to two decimals to obtain the percentage.
Here is the resulting SQL query:

WITH docs_2023 AS (SELECT document_id FROM documents WHERE document_year='2023'), conso_blank AS (SELECT document_id FROM extraction_results WHERE safir_field_id='Conso' AND (value IS NULL OR TRIM(value)='') ), annee_2023 AS (SELECT document_id FROM extraction_results WHERE safir_field_id='Année' AND TRIM(value)='2023') SELECT COUNT(DISTINCT c.document_id) AS nb_docs_conso_vide, ROUND(100.0 * COUNT(DISTINCT c.document_id) / (SELECT COUNT(*) FROM docs_2023),2) AS pct FROM conso_blank c JOIN annee_2023 a ON c.document_id = a.document_id;"
"Combien de documents sont dans chaque état (SUCCESS, ERROR, PARTIAL, REJECTED) pour l'année 2024 ?","This query counts how many documents for the year 2024 are in each of the main processing states.
### Step-by-Step Solution:
1. Filter the **documents** table to keep only rows where **document_year** is '2024'.
2. Join the filtered documents with the **states** table using **state_id** to retrieve the human‑readable state **code**.
3. Group the resulting rows by the state **code**.
4. For each group, count the number of documents to obtain the document count per state.
5. Order the result set by the document count in descending order so that the most frequent states appear first.
Here is the resulting SQL query:

SELECT s.code AS state, COUNT(*) AS doc_count FROM documents d JOIN states s ON d.state_id = s.state_id WHERE d.document_year = '2024' GROUP BY s.code ORDER BY doc_count DESC;"
Quel est le taux d'avertissement des documents selon le type de budget (BP ou BA) en 2023 ?,"The query calculates the warning‑message rate for each budget type (BP or BA) among documents from 2023.
### Step-by-Step Solution:
1. Restrict the **documents** table to rows where **document_year** equals '2023'.
2. Group the filtered rows by **budget_type** (BP or BA).
3. Within each group, count the total number of documents.
4. Also within each group, count how many documents have a non‑empty **warning_message** (i.e., warning_message <> '').
5. Compute the warning rate as 100 × (number of warnings) / (total documents) and round the result to two decimal places.
Here is the resulting SQL query:

SELECT d.budget_type, ROUND(100.0 * SUM(CASE WHEN warning_message <> '' THEN 1 ELSE 0 END) / COUNT(*), 2) AS warning_rate_percent FROM documents d WHERE d.document_year = '2023' GROUP BY d.budget_type;"
"Pour chaque commune, quel pourcentage de ses documents est en état PARTIAL en 2024 ?","The query calculates, for each municipality, how many of its documents are in the PARTIAL state during the year 2024 and expresses this as a percentage.
### Step-by-Step Solution:
1. Join the **documents** table with the **states** table using the document's state identifier to obtain the textual state code for each document.
2. Restrict the rows to those where the document year equals '2024'.
3. Group the resulting rows by the city name (commune) to aggregate data per municipality.
4. Within each group, count the total number of documents and count only those whose state code is 'PARTIAL' using a conditional SUM.
5. Compute the percentage of PARTIAL documents by dividing the PARTIAL count by the total count, multiplying by 100, and rounding to two decimal places.
6. Keep only municipalities that have at least five documents (HAVING clause) and order the output by the computed percentage in descending order.
Here is the resulting SQL query:

SELECT d.city_name, ROUND(100.0 * SUM(CASE WHEN s.code = 'PARTIAL' THEN 1 ELSE 0 END) / COUNT(*), 2) AS partial_rate_percent FROM documents d JOIN states s ON d.state_id = s.state_id WHERE d.document_year = '2024' GROUP BY d.city_name HAVING COUNT(*) >= 5 ORDER BY partial_rate_percent DESC;"
Quel est le taux de succès des exécutions d'extraction pour chaque masque en 2024 ?,"This query determines the success rate of extraction runs for each document mask type for the year 2024.
### Step-by-Step Solution:
1. Join **extraction_runs** with **documents** to associate each run with its originating document and retrieve the document mask.
2. Join the result with **states** to get the state code of each extraction run.
3. Filter the rows to keep only those where the document's year is '2024'.
4. Group the data by the document mask, so calculations are performed per mask type.
5. Within each group, count the total number of runs and count only the runs whose state code is 'SUCCESS' using a conditional SUM.
6. Calculate the success percentage by dividing the SUCCESS count by the total count, multiplying by 100, and rounding to two decimal places.
Here is the resulting SQL query:

SELECT d.mask, ROUND(100.0 * SUM(CASE WHEN s.code = 'SUCCESS' THEN 1 ELSE 0 END) / COUNT(*), 2) AS success_rate_percent FROM extraction_runs er JOIN documents d ON er.document_id = d.document_id JOIN states s ON er.state_id = s.state_id WHERE d.document_year = '2024' GROUP BY d.mask;"
"Quel est le taux de documents REJECTED parmi ceux contenant au moins un avertissement, par commune en 2024 ?","The query computes, for each municipality, the proportion of its 2024 documents that are in the REJECTED state, considering only documents that contain a warning message.
### Step-by-Step Solution:
1. Join the **documents** table with the **states** table to obtain the state code for each document.
2. Apply a filter to keep only documents from the year '2024' that have a non‑empty warning_message field.
3. Group the filtered rows by city name to aggregate results per commune.
4. Within each group, count the total number of qualifying documents and count only those whose state code is 'REJECTED' using a conditional SUM.
5. Compute the rejection rate as (REJECTED count / total count) * 100, rounding the result to two decimal places.
6. Retain only communes with at least three qualifying documents (HAVING clause) and sort the output by the rejection percentage in descending order.
Here is the resulting SQL query:

SELECT d.city_name, ROUND(100.0 * SUM(CASE WHEN s.code = 'REJECTED' THEN 1 ELSE 0 END) / COUNT(*), 2) AS rejected_rate_percent FROM documents d JOIN states s ON d.state_id = s.state_id WHERE d.document_year = '2024' AND d.warning_message <> '' GROUP BY d.city_name HAVING COUNT(*) >= 3 ORDER BY rejected_rate_percent DESC;"
"Pour chaque masque, quel est le nombre moyen de résultats d'extraction en état SUCCESS par document en 2024, et quels masques ont une moyenne inférieure à 5 ?","This query calculates the average number of successful extraction results per document for each document mask in the year 2024, and then keeps only those masks whose average is below 5.
### Step-by-Step Solution:
1. Join `extraction_results` with `documents` and `states` to keep only rows where the document year is '2024' and the extraction result state is 'SUCCESS'.
2. Group the filtered rows by `mask` and `document_id` and count the rows for each document, producing a count of successful results per document.
3. Treat the result of step 2 as a derived table (`results_per_doc`).
4. Aggregate this derived table by `mask` and compute the average of the per‑document counts, rounding the average to two decimal places.
5. Apply a `HAVING` clause to retain only masks whose average count is less than 5, and order the final list by the average ascending.
Here is the resulting SQL query:

WITH results_per_doc AS ( SELECT d.mask, er.document_id, COUNT(*) AS result_cnt FROM extraction_results er JOIN documents d ON er.document_id = d.document_id JOIN states s ON er.state_id = s.state_id WHERE d.document_year = '2024' AND s.code = 'SUCCESS' GROUP BY d.mask, er.document_id ) SELECT mask, ROUND(AVG(result_cnt), 2) AS avg_success_results FROM results_per_doc GROUP BY mask HAVING AVG(result_cnt) < 5 ORDER BY avg_success_results ASC;"
