question,response
"Quels sont les documents avec des avertissements liés à des sections non détectées en 2024, regroupés par commune ?","### Step-by-Step Solution:
1. Join documents with states table to filter by state codes 'PARTIAL' and 'ERROR'.
2. Filter documents from 2024 using document_year.
3. Search for warning messages containing 'sections n''ont pas pu être correctement détectés' using LIKE.
4. Group results by city_name and count occurrences.
5. Sort results in descending order by warning count.
Here is the resulting SQL query:

SELECT d.city_name, COUNT(*) AS warning_count FROM documents d JOIN states s ON d.state_id = s.state_id WHERE d.document_year = '2024' AND s.code IN ('PARTIAL', 'ERROR') AND d.warning_message LIKE '%sections n''ont pas pu être correctement détectés%' GROUP BY d.city_name ORDER BY warning_count DESC;"
"Quel est le nombre moyen de pages des documents avec succès (state SUCCESS) en 2023 et 2024, selon le type de budget (BP/BA) ?","### Step-by-Step Solution:
1. Join documents with states to filter only 'SUCCESS' state entries.
2. Restrict to documents from 2023 and 2024 using document_year IN clause.
3. Filter for budget_type of 'BP' and 'BA'.
4. Calculate average page count (nb_pages) per year and budget type.
5. Group results by document_year and budget_type.
Here is the resulting SQL query:

SELECT d.document_year, d.budget_type, AVG(d.nb_pages) AS avg_pages FROM documents d JOIN states s ON d.state_id = s.state_id WHERE s.code = 'SUCCESS' AND d.document_year IN ('2023', '2024') AND d.budget_type IN ('BP', 'BA') GROUP BY d.document_year, d.budget_type;"
Quels sont les trois types de documents (mask) avec le plus de messages d'erreur dans les résultats d'extraction en 2024 ?,"### Step-by-Step Solution:
1. Join documents with extraction_results to access error data.
2. Filter for 2024 documents and non-SUCCESS states (s.code != 'SUCCESS').
3. Group results by document mask type.
4. Count entries per mask type and sort in descending order.
5. Limit results to top 3 mask types with most errors.
Here is the resulting SQL query:

SELECT d.mask, COUNT(*) AS error_count FROM documents d JOIN extraction_results er ON d.document_id = er.document_id JOIN states s ON er.state_id = s.state_id WHERE s.code != 'SUCCESS' AND d.document_year = '2024' GROUP BY d.mask ORDER BY error_count DESC LIMIT 3"
"Quel est le nombre total de documents traités avec succès en 2024, regroupé par type de budget (BP/BA) ?","### Step-by-Step Solution:
1. Identify state_id values corresponding to 'SUCCESS' from the states table.
2. Filter documents from 2024 with those state_id values.
3. Group results by budget_type to count successful documents per category.
Here is the resulting SQL query:

SELECT budget_type, COUNT(*) AS count FROM documents WHERE state_id IN (SELECT state_id FROM states WHERE code = 'SUCCESS') AND document_year = '2024' GROUP BY budget_type"
"Quels sont les trois communes avec les plus fortes dépenses extraites en 2024, en excluant les documents en erreur ?","### Step-by-Step Solution:
1. Filter documents from 2024 with successful state ('SUCCESS') to ensure data quality.
2. Join with extraction_results to get 'Conso' field values (representing expenses).
3. Group by city_name and sum the values to calculate total expenses per city.
4. Order results in descending order and limit to top 3 cities.
Here is the resulting SQL query:

SELECT d.city_name, SUM(CAST(e.value AS REAL)) AS total_depenses FROM documents d JOIN extraction_results e ON d.document_id = e.document_id WHERE d.document_year = '2024' AND e.safir_field_id = 'Conso' AND d.state_id = (SELECT state_id FROM states WHERE code = 'SUCCESS') GROUP BY d.city_name ORDER BY total_depenses DESC LIMIT 3"
"Quel est le taux de documents avec des avertissements liés à des sections non détectées en 2024, selon leur type de budget (BP/BA) ?","### Step-by-Step Solution:
1. Filter 2024 documents with warning messages containing 'sections n''ont pas pu être' to identify undetected sections.
2. Group by budget_type (BP/BA) to calculate counts per category.
3. Calculate percentage by dividing by total 2024 documents and multiplying by 100.
Here is the resulting SQL query:

SELECT d.budget_type, COUNT(*) * 100.0 / (SELECT COUNT(*) FROM documents WHERE document_year = '2024') AS pourcentage FROM documents d WHERE d.document_year = '2024' AND d.warning_message LIKE '%sections n''ont pas pu être%' GROUP BY d.budget_type"
Quels sont les trois ensembles de règles (rulesets) avec le plus de règles d'extraction pour le masque M57 en 2024 ?,"### Step-by-Step Solution:
1. Filter documents from 2024 with mask 'M57' to focus on relevant data.
2. Join with field_rules on mask to associate rules with documents.
3. Group by ruleset_id and count rules per set.
4. Order by count descending and limit to top 3 rulesets.
Here is the resulting SQL query:

SELECT r.ruleset_id, COUNT(*) AS nb_regles FROM field_rules r JOIN documents d ON r.mask = d.mask WHERE d.mask = 'M57' AND d.document_year = '2024' GROUP BY r.ruleset_id ORDER BY nb_regles DESC LIMIT 3"
"Quel est le nombre total de documents par type de budget (BP/BA) en 2024, regroupé par statut d'extraction ?","### Step-by-Step Solution:
1. Join documents with states to get document status codes.
2. Filter for 2024 documents to focus on relevant data.
3. Group by budget_type and state code to count documents per category/status.
Here is the resulting SQL query:

SELECT d.budget_type, s.code AS statut, COUNT(*) AS nb_documents FROM documents d JOIN states s ON d.state_id = s.state_id WHERE d.document_year = '2024' GROUP BY d.budget_type, s.code"
"Quel est le montant total des dépenses extraites pour le champ 'Conso' en 2024, en excluant les documents avec erreurs d'extraction ?","### Step-by-Step Solution:
1. Join extraction_results with documents to link extracted values to document metadata.
2. Filter for 'Conso' field (expenses) and 2024 documents with successful state ('SUCCESS').
3. Convert values to REAL and sum them to get total expenses.
Here is the resulting SQL query:

SELECT SUM(CAST(value AS REAL)) AS total_conso FROM extraction_results JOIN documents ON extraction_results.document_id = documents.document_id WHERE safir_field_id = 'Conso' AND document_year = '2024' AND documents.state_id = (SELECT state_id FROM states WHERE code = 'SUCCESS')"
Quelle est la répartition du montant total des dépenses extraites pour le champ 'Conso' entre les budgets principaux (BP) et les budgets annexes (BA) en 2024 ?,"### Step-by-Step Solution:
1. Join the extraction_results and documents tables on document_id to access both the extracted values and document metadata.
2. Filter for the 'Conso' field and 2024 documents to focus on the specific expense category and year.
3. Group the results by budget_type (BP/BA) to separate principal and annex budgets.
4. Sum the numeric values of the 'Conso' field for each group to get total expenses per budget type.
Here is the resulting SQL query:

SELECT budget_type, SUM(CAST(value AS REAL)) AS total_conso FROM extraction_results JOIN documents ON extraction_results.document_id = documents.document_id WHERE safir_field_id = 'Conso' AND document_year = '2024' GROUP BY budget_type"
"Quelles sont les 5 communes avec les plus fortes dépenses extraites pour le champ 'Conso' en 2024, regroupées par type de budget (BP/BA) ?","### Step-by-Step Solution:
1. Join extraction_results with documents to access commune names and budget types.
2. Filter for 'Conso' field, 2024 documents, and only successful extractions (state_id = SUCCESS) to ensure data quality.
3. Group results by city_name and budget_type to aggregate per commune and budget type.
4. Order descending by total_conso and limit to top 5 to identify highest spending communes.
Here is the resulting SQL query:

SELECT city_name, budget_type, SUM(CAST(value AS REAL)) AS total_conso FROM extraction_results JOIN documents ON extraction_results.document_id = documents.document_id WHERE safir_field_id = 'Conso' AND document_year = '2024' AND documents.state_id = (SELECT state_id FROM states WHERE code = 'SUCCESS') GROUP BY city_name, budget_type ORDER BY total_conso DESC LIMIT 5"
"Quelle est la moyenne du nombre de pages par document selon le statut d'extraction (SUCCESS, ERROR, PARTIAL) en 2024 ?","### Step-by-Step Solution:
1. Join documents with states to access document status codes.
2. Filter for 2024 documents to focus on the correct time period.
3. Group by status code (SUCCESS, ERROR, PARTIAL) to calculate average pages per status.
4. Use AVG() function to compute average page count for each group.
Here is the resulting SQL query:

SELECT s.code AS status, AVG(nb_pages) AS avg_pages FROM documents JOIN states s ON documents.state_id = s.state_id WHERE document_year = '2024' GROUP BY s.code"
"Combien de documents ont été traités avec succès (statut SUCCESS) en 2024, regroupés par type de budget (BP/BA) ?","### Step-by-Step Solution:
1. Join documents with states to access document status codes.
2. Filter for 2024 documents and SUCCESS status to count only successfully processed documents.
3. Group by budget_type (BP/BA) to separate principal and annex budgets.
4. Use COUNT(*) to tally the number of documents in each budget type category.
Here is the resulting SQL query:

SELECT budget_type, COUNT(*) AS success_count FROM documents JOIN states s ON documents.state_id = s.state_id WHERE document_year = '2024' AND s.code = 'SUCCESS' GROUP BY budget_type"
"Quel est le montant total des dépenses extraites pour chaque type de document (mask) en 2024, en excluant les documents avec erreurs ?","### Step-by-Step Solution:
1. Join extraction_results with documents to access document metadata and extracted values.
2. Filter for 'Conso' field, 2024 documents, and only successful extractions (state_id = SUCCESS) to ensure data quality.
3. Group results by document mask (M57_CA, M4_CFU, etc.) to categorize by document type.
4. Sum the numeric values of the 'Conso' field for each mask type to get total expenses per document type.
Here is the resulting SQL query:

SELECT mask, SUM(CAST(value AS REAL)) AS total_conso FROM extraction_results JOIN documents ON extraction_results.document_id = documents.document_id WHERE safir_field_id = 'Conso' AND document_year = '2024' AND documents.state_id = (SELECT state_id FROM states WHERE code = 'SUCCESS') GROUP BY mask"
Quels sont les documents avec des dépenses extraites pour le champ 'Conso' supérieures à la moyenne de leur commune en 2024 ?,"### Step-by-Step Solution:
1. Filter extraction results for the 'Conso' field in 2024 with successful state status.
2. Group results by document and calculate total 'Conso' values.
3. Calculate the average 'Conso' per city using a subquery.
4. Compare each document's total 'Conso' against the city average in the HAVING clause.
Here is the resulting SQL query:

SELECT d.document_id, d.city_name, SUM(CAST(er.value AS REAL)) AS conso_total FROM extraction_results er JOIN documents d ON er.document_id = d.document_id WHERE er.safir_field_id = 'Conso' AND d.document_year = '2024' AND d.state_id = (SELECT state_id FROM states WHERE code = 'SUCCESS') GROUP BY d.document_id, d.city_name HAVING conso_total > (SELECT AVG(conso_total) FROM (SELECT SUM(CAST(er2.value AS REAL)) AS conso_total FROM extraction_results er2 JOIN documents d2 ON er2.document_id = d2.document_id WHERE er2.safir_field_id = 'Conso' AND d2.document_year = '2024' AND d2.state_id = (SELECT state_id FROM states WHERE code = 'SUCCESS') GROUP BY d2.city_name))"
Quelle est l'évolution du montant total des dépenses extraites pour le champ 'Conso' entre 2023 et 2024 ?,"### Step-by-Step Solution:
1. Join extraction results with documents to access year information.
2. Filter for 'Conso' field and years 2023-2024 with successful state status.
3. Aggregate total 'Conso' values by year.
4. Sort results chronologically to show evolution.
Here is the resulting SQL query:

SELECT document_year, SUM(CAST(value AS REAL)) AS total_conso FROM extraction_results JOIN documents ON extraction_results.document_id = documents.document_id WHERE safir_field_id = 'Conso' AND document_year IN ('2023', '2024') AND documents.state_id = (SELECT state_id FROM states WHERE code = 'SUCCESS') GROUP BY document_year ORDER BY document_year"
"Quels sont les 3 types de documents (mask) avec le plus grand montant de dépenses extraites pour le champ 'Conso' en 2024, en excluant les documents avec erreurs ?","### Step-by-Step Solution:
1. Join extraction results with documents to access document type (mask).
2. Filter for 'Conso' field in 2024 with successful state status.
3. Aggregate total 'Conso' values by document type.
4. Sort descending by total and limit to top 3 types.
Here is the resulting SQL query:

SELECT mask, SUM(CAST(value AS REAL)) AS total_conso FROM extraction_results JOIN documents ON extraction_results.document_id = documents.document_id WHERE safir_field_id = 'Conso' AND document_year = '2024' AND documents.state_id = (SELECT state_id FROM states WHERE code = 'SUCCESS') GROUP BY mask ORDER BY total_conso DESC LIMIT 3"
"Quelles sont les 5 communes avec les plus fortes dépenses extraites en 2024, en excluant les documents en erreur ?","### Step-by-Step Solution:
1. Join extraction results with documents to access city names.
2. Filter for 'Conso' field in 2024 with successful state status.
3. Aggregate total 'Conso' values by city.
4. Sort descending by total and limit to top 5 cities.
Here is the resulting SQL query:

SELECT d.city_name, SUM(CAST(er.value AS REAL)) AS total_depenses FROM documents d JOIN extraction_results er ON d.document_id = er.document_id WHERE d.document_year = '2024' AND er.safir_field_id = 'Conso' AND d.state_id IN (SELECT state_id FROM states WHERE code = 'SUCCESS') GROUP BY d.city_name ORDER BY total_depenses DESC LIMIT 5"
Quels sont les documents avec un nombre de pages supérieur à la moyenne de leur catégorie et un statut d'extraction 'PARTIAL' en 2024 ?,"### Step-by-Step Solution:
1. Filter documents from 2024 with 'PARTIAL' state status.
2. Calculate average pages per document type (mask) using subquery.
3. Compare each document's page count against its type's average.
4. Return documents with page count above their category's average.
Here is the resulting SQL query:

SELECT d.document_id, d.nb_pages FROM documents d WHERE d.document_year = '2024' AND d.state_id IN (SELECT state_id FROM states WHERE code = 'PARTIAL') AND d.nb_pages > (SELECT AVG(nb_pages) FROM documents WHERE mask = d.mask AND document_year = '2024')"
"Quel est le nombre total de documents avec des avertissements liés à des sections non détectées en 2024, regroupés par commune ?","### Step-by-Step Solution:
1. Filter documents from the year 2024 using the `document_year` column.
2. Identify documents with warnings related to sections by checking if `warning_message` contains the word 'section'.
3. Group the results by `city_name` to count how many documents each commune has with these warnings.
Here is the resulting SQL query:

SELECT city_name, COUNT(*) FROM documents WHERE document_year = '2024' AND warning_message LIKE '%section%' GROUP BY city_name;"
"Quelles sont les trois communes avec le plus grand nombre de documents en erreur en 2024, regroupés par type de budget (BP/BA) ?","### Step-by-Step Solution:
1. Filter documents from the year 2024 using `document_year`.
2. Identify documents in the 'ERROR' state by joining with the `states` table where `code = 'ERROR'`.
3. Group results by `city_name` and `budget_type` to count errors per commune and budget type.
4. Sort results in descending order of error count and limit to the top 3 communes.
Here is the resulting SQL query:

SELECT city_name, budget_type, COUNT(*) AS error_count FROM documents WHERE document_year = '2024' AND state_id IN (SELECT state_id FROM states WHERE code = 'ERROR') GROUP BY city_name, budget_type ORDER BY error_count DESC LIMIT 3;"
"Quelle est la variation du taux de documents en succès entre 2023 et 2024, selon le type de budget (BP/BA) ?","### Step-by-Step Solution:
1. Join `documents` with `states` to get the state code for each document.
2. Filter documents from 2023 and 2024 using `document_year`.
3. Calculate the success rate for each `budget_type` by counting 'SUCCESS' states and dividing by total documents.
4. Format the result as a percentage using multiplication by 100.0.
Here is the resulting SQL query:

SELECT budget_type, (COUNT(CASE WHEN s.code = 'SUCCESS' THEN 1 END) * 100.0 / COUNT(*)) AS success_rate FROM documents d JOIN states s ON d.state_id = s.state_id WHERE d.document_year IN ('2023', '2024') GROUP BY budget_type;"
"Quel est le pourcentage de documents avec des erreurs d'extraction par masque (M57_CA, M57_CFU) en 2024 ?","### Step-by-Step Solution:
1. Join `documents` with `states` to identify documents in the 'ERROR' state.
2. Filter for the year 2024 and specific masks (`M57_CA`, `M57_CFU`).
3. Calculate the error percentage for each mask by dividing the count of 'ERROR' states by total documents.
4. Format the result as a percentage using multiplication by 100.0.
Here is the resulting SQL query:

SELECT mask, (COUNT(CASE WHEN s.code = 'ERROR' THEN 1 END) * 100.0 / COUNT(*)) AS error_percentage FROM documents d JOIN states s ON d.state_id = s.state_id WHERE d.document_year = '2024' AND mask IN ('M57_CA', 'M57_CFU') GROUP BY mask;"
"Quels sont les trois types de documents (mask) avec le plus grand montant de dépenses extraites pour le champ 'Conso' en 2024, en excluant les documents avec erreurs ?","### Step-by-Step Solution:
1. Join `documents` with `extraction_results` to access extracted values.
2. Filter for the 'Conso' field (`safir_field_id = 'Conso'`) and successful documents (`state_id = SUCCESS`).
3. Sum the `value` field (converted to REAL) per `mask` to get total consumption.
4. Sort results in descending order and limit to the top 3 masks.
Here is the resulting SQL query:

SELECT d.mask, SUM(CAST(er.value AS REAL)) AS total_conso FROM documents d JOIN extraction_results er ON d.document_id = er.document_id WHERE er.safir_field_id = 'Conso' AND d.state_id IN (SELECT state_id FROM states WHERE code = 'SUCCESS') AND d.document_year = '2024' GROUP BY d.mask ORDER BY total_conso DESC LIMIT 3"
"Quel est le taux de documents en erreur par année, regroupé par type de budget (BP/BA) ?","### Step-by-Step Solution:
1. Join the documents table with the states table to filter documents with state code 'ERROR'.
2. Group the results by document_year and budget_type to calculate error rates per year and budget type.
3. Use a window function to calculate the percentage of error documents relative to total documents per year.
4. Order the results by document_year in descending order for chronological analysis.
Here is the resulting SQL query:

SELECT d.document_year, d.budget_type, COUNT(*) * 100.0 / SUM(COUNT(*)) OVER (PARTITION BY d.document_year) AS error_rate_percent FROM documents d JOIN states s ON d.state_id = s.state_id WHERE s.code = 'ERROR' GROUP BY d.document_year, d.budget_type ORDER BY d.document_year DESC;"
"Quelle est la répartition des documents par format (PDF, scan) en 2024, selon le type de budget (BP/BA) ?","### Step-by-Step Solution:
1. Filter documents from the year 2024 using the document_year column.
2. Group the results by format and budget_type to count documents per category.
3. Order the results by document_count in descending order to show the most common formats first.
Here is the resulting SQL query:

SELECT d.format, d.budget_type, COUNT(*) AS document_count FROM documents d WHERE d.document_year = '2024' GROUP BY d.format, d.budget_type ORDER BY document_count DESC;"
"Quels sont les trois types de documents (mask) avec le plus de dépenses extraites pour le champ 'Conso' en 2024, en excluant les documents en erreur ?","### Step-by-Step Solution:
1. Join documents with extraction_results to access financial field values.
2. Filter for the 'Conso' field, 2024 documents, and successful state codes.
3. Group by document mask and sum the extracted values as real numbers.
4. Order by total_conso descending and limit to top 3 masks.
Here is the resulting SQL query:

SELECT d.mask, SUM(CAST(er.value AS REAL)) AS total_conso FROM documents d JOIN extraction_results er ON d.document_id = er.document_id JOIN states s ON d.state_id = s.state_id WHERE er.safir_field_id = 'Conso' AND d.document_year = '2024' AND s.code = 'SUCCESS' GROUP BY d.mask ORDER BY total_conso DESC LIMIT 3;"
"Quel est le taux de documents en erreur par annee, regroupé par type de budget (BP/BA) en 2024 ?","### Step-by-Step Solution:
1. Filter documents from 2024 and join with states table.
2. Group by document_year and budget_type to calculate error rates.
3. Use COUNT(*) FILTER to count only error documents and divide by total documents.
4. Format the result as a percentage for clear interpretation.
Here is the resulting SQL query:

SELECT d.document_year, d.budget_type, COUNT(*) FILTER (WHERE s.code = 'ERROR') * 100.0 / COUNT(*) AS error_rate FROM documents d JOIN states s ON d.state_id = s.state_id WHERE d.document_year = '2024' GROUP BY d.document_year, d.budget_type"
"Quelle est la répartition des documents avec des avertissements liés à des sections non détectées en 2024, regroupés par commune ?","### Step-by-Step Solution:
1. Join documents with states to filter for 2024 and relevant state codes.
2. Use LIKE to find warning messages containing 'sections non détectées'.
3. Group by city_name and count occurrences of such warnings.
4. Order by warning_count descending to highlight the most affected communes.
Here is the resulting SQL query:

SELECT d.city_name, COUNT(*) AS warning_count FROM documents d JOIN states s ON d.state_id = s.state_id WHERE d.document_year = '2024' AND s.code IN ('PARTIAL', 'WARNING') AND d.warning_message LIKE '%sections non détectées%' GROUP BY d.city_name ORDER BY warning_count DESC;"
"Quel est le nombre total de documents traités avec succès en 2024, regroupé par type de budget (BP/BA) et masque (M57_CA, M57_CFU) ?","### Step-by-Step Solution:
1. Filter documents from 2024 using the document_year column.
2. Join with the states table to identify only those with a 'SUCCESS' state code.
3. Limit the analysis to documents with masks 'M57_CA' and 'M57_CFU'.
4. Group the results by budget_type and mask to count successful documents per category.
Here is the resulting SQL query:

SELECT d.budget_type, d.mask, COUNT(*) AS success_count FROM documents d JOIN states s ON d.state_id = s.state_id WHERE d.document_year = '2024' AND s.code = 'SUCCESS' AND d.mask IN ('M57_CA', 'M57_CFU') GROUP BY d.budget_type, d.mask;"
"Quels sont les trois communes avec les plus fortes dépenses extraites pour le champ 'Conso' en 2024, en excluant les documents en erreur ?","### Step-by-Step Solution:
1. Filter extraction_results for the 'Conso' field and 2024 documents.
2. Join with documents to ensure only successful documents (via state_id lookup).
3. Sum the numeric values for 'Conso' per city.
4. Sort in descending order and limit to the top 3 communes.
Here is the resulting SQL query:

SELECT d.city_name, SUM(CAST(er.value AS REAL)) AS total_conso FROM documents d JOIN extraction_results er ON d.document_id = er.document_id WHERE er.safir_field_id = 'Conso' AND d.document_year = '2024' AND d.state_id IN (SELECT state_id FROM states WHERE code = 'SUCCESS') GROUP BY d.city_name ORDER BY total_conso DESC LIMIT 3"
"Quels sont les documents avec des avertissements liés à des sections non détectées en 2024, regroupés par type de budget (BP/BA) ?","### Step-by-Step Solution:
1. Filter documents from 2024 with warning messages containing 'sections n''ont pas pu être'.
2. Group results by budget_type to count documents with this specific warning.
3. Order by count descending to highlight the most affected budget types.
Here is the resulting SQL query:

SELECT d.budget_type, COUNT(*) AS warning_count FROM documents d WHERE d.document_year = '2024' AND d.warning_message LIKE '%sections n''ont pas pu être%' GROUP BY d.budget_type ORDER BY warning_count DESC"
"Quelle est la moyenne du nombre de pages des documents traités avec succès en 2023 et 2024, selon le type de budget (BP/BA) ?","### Step-by-Step Solution:
1. Join documents with states to filter only 'SUCCESS' state documents.
2. Limit analysis to 2023 and 2024 documents.
3. Group by budget_type and calculate the average number of pages.
Here is the resulting SQL query:

SELECT d.budget_type, AVG(d.nb_pages) AS avg_pages FROM documents d JOIN states s ON d.state_id = s.state_id WHERE s.code = 'SUCCESS' AND d.document_year IN ('2023', '2024') GROUP BY d.budget_type"
"Quelle est l'évolution du montant total des dépenses extraites pour le champ 'Conso' entre 2023 et 2024, en excluant les documents en erreur ?","### Step-by-Step Solution:
1. Filter extraction_results for 'Conso' field and join with documents and states.
2. Ensure only successful documents (state code 'SUCCESS') from 2023 and 2024 are included.
3. Group by document_year to calculate total 'Conso' expenses for each year.
Here is the resulting SQL query:

SELECT d.document_year, SUM(CAST(er.value AS REAL)) AS total_conso FROM documents d JOIN extraction_results er ON d.document_id = er.document_id JOIN states s ON d.state_id = s.state_id WHERE er.safir_field_id = 'Conso' AND s.code = 'SUCCESS' AND d.document_year IN ('2023', '2024') GROUP BY d.document_year"
"Quelle est la répartition des documents avec avertissements liés à des sections non détectées en 2024, selon leur type de budget (BP/BA) ?","### Step-by-Step Solution:
1. Filter documents from 2024 with warning messages containing 'sections n''ont pas pu être' to identify issues with undetected sections.
2. Group the filtered documents by their budget type (BP/BA) to categorize the results.
3. Count the number of documents in each budget type group to determine the distribution of warnings.
Here is the resulting SQL query:

SELECT d.budget_type, COUNT(*) AS warning_count FROM documents d WHERE d.warning_message LIKE '%sections n''ont pas pu être%' AND d.document_year = '2024' GROUP BY d.budget_type"
"Quel est le nombre total de documents avec succès (state SUCCESS) en 2024, regroupé par type de budget (BP/BA) et masque (M57_CA, M57_CFU) ?","### Step-by-Step Solution:
1. Join the documents table with the states table to filter only documents with state code 'SUCCESS'.
2. Restrict the analysis to the years 2024 and the specified masks (M57_CA, M57_CFU).
3. Group the results by budget type and mask to calculate the count of successful documents for each combination.
Here is the resulting SQL query:

SELECT d.budget_type, d.mask, COUNT(*) AS success_count FROM documents d JOIN states s ON d.state_id = s.state_id WHERE s.code = 'SUCCESS' AND d.document_year = '2024' AND d.mask IN ('M57_CA', 'M57_CFU') GROUP BY d.budget_type, d.mask"
"Quelle est la variation du taux de documents en erreur entre 2023 et 2024, selon le type de budget (BP/BA) ?","### Step-by-Step Solution:
1. Join documents with states to identify documents in 'ERROR' state for both 2023 and 2024.
2. Use conditional aggregation to count documents per year and budget type.
3. Calculate the ratio of 2024 error counts to 2023 error counts to determine the variation in error rates.
Here is the resulting SQL query:

SELECT d.budget_type, (COUNT(CASE WHEN d.document_year = '2024' THEN 1 END) * 100.0 / COUNT(CASE WHEN d.document_year = '2023' THEN 1 END)) AS error_rate_ratio FROM documents d JOIN states s ON d.state_id = s.state_id WHERE s.code = 'ERROR' AND d.document_year IN ('2023', '2024') GROUP BY d.budget_type"
"Quels sont les trois types de documents (mask) avec le plus grand montant de dépenses extraites pour le champ 'Conso' en 2024, en excluant les documents en erreur ?","### Step-by-Step Solution:
1. Filter extraction results for the 'Conso' field and only include documents with successful state ('SUCCESS').
2. Join with documents to get the document mask and filter for 2024.
3. Sum the numeric values of 'Conso' by document mask and sort in descending order.
4. Limit the results to the top three masks with the highest total consumption.
Here is the resulting SQL query:

SELECT d.mask, SUM(CAST(er.value AS REAL)) AS total_conso FROM documents d JOIN extraction_results er ON d.document_id = er.document_id JOIN states s ON d.state_id = s.state_id WHERE er.safir_field_id = 'Conso' AND s.code = 'SUCCESS' AND d.document_year = '2024' GROUP BY d.mask ORDER BY total_conso DESC LIMIT 3"
"Quel est le taux de documents avec succès (state SUCCESS) en 2024, selon le type de format (PDF, scan) et le type de budget (BP/BA) ?","### Step-by-Step Solution:
1. Join documents with states to filter only 'SUCCESS' state documents from 2024.
2. Calculate the total number of 2024 documents to use as a denominator for the success rate calculation.
3. Group results by document format and budget type to compute the success rate as a percentage of total 2024 documents.
Here is the resulting SQL query:

SELECT d.format, d.budget_type, COUNT(*) * 100.0 / (SELECT COUNT(*) FROM documents WHERE document_year = '2024') AS success_rate FROM documents d JOIN states s ON d.state_id = s.state_id WHERE s.code = 'SUCCESS' AND d.document_year = '2024' GROUP BY d.format, d.budget_type"
"Quelle est l'évolution du nombre moyen de documents avec avertissements liés à des sections non détectées entre 2023 et 2024, par type de budget (BP/BA) ?","### Step-by-Step Solution:
1. Filter documents from 2023 and 2024 with warning messages about undetected sections using LIKE.
2. Group results by budget_type and document_year to count documents per year.
3. Calculate the average count per budget type using window function with PARTITION BY.
Here is the resulting SQL query:

SELECT d.budget_type, AVG(COUNT(*)) OVER (PARTITION BY d.budget_type) AS avg_warning_count FROM documents d WHERE d.warning_message LIKE '%sections n''ont pas pu être%' AND d.document_year IN ('2023', '2024') GROUP BY d.budget_type, d.document_year"
"Quelle est la répartition des documents avec succès (state SUCCESS) en 2024, selon le type de budget (BP/BA) et le nombre de pages (catégorisé en <100, 100-500, >500) ?","### Step-by-Step Solution:
1. Join documents with states to filter only SUCCESS state records for 2024.
2. Categorize document pages into <100, 100-500, >500 using CASE WHEN.
3. Group by budget_type and page_category to count documents in each category.
Here is the resulting SQL query:

SELECT d.budget_type, CASE WHEN d.nb_pages < 100 THEN '<100' WHEN d.nb_pages BETWEEN 100 AND 500 THEN '100-500' ELSE '>500' END AS page_category, COUNT(*) AS success_count FROM documents d JOIN states s ON d.state_id = s.state_id WHERE s.code = 'SUCCESS' AND d.document_year = '2024' GROUP BY d.budget_type, page_category"
"Quels sont les trois communes avec le plus grand nombre de documents en erreur en 2024, regroupés par type de budget (BP/BA) ?","### Step-by-Step Solution:
1. Filter documents from 2024 with state_id = 'ERROR'.
2. Group by city_name and budget_type to count error documents per commune.
3. Sort by error_count descending and limit to top 3 results.
Here is the resulting SQL query:

SELECT city_name, budget_type, COUNT(*) AS error_count FROM documents WHERE document_year = '2024' AND state_id = 'ERROR' GROUP BY city_name, budget_type ORDER BY error_count DESC LIMIT 3"
"Quel est le taux de documents en erreur en 2024, selon le type de budget (BP/BA) ?","### Step-by-Step Solution:
1. Join documents with states to identify ERROR state records for 2024.
2. Calculate error count per budget_type using COUNT(*).
3. Divide by total documents in 2024 (subquery) to compute percentage error rate.
Here is the resulting SQL query:

SELECT d.budget_type, COUNT(*) * 100.0 / (SELECT COUNT(*) FROM documents WHERE document_year = '2024') AS error_rate FROM documents d JOIN states s ON d.state_id = s.state_id WHERE s.code = 'ERROR' AND d.document_year = '2024' GROUP BY d.budget_type"
"Quel est le nombre moyen de pages des documents traités avec succès en 2023 et 2024, selon le type de budget (BP/BA) ?","### Step-by-Step Solution:
1. Filter documents from 2023 and 2024 with state_id matching SUCCESS from states table.
2. Group by budget_type to calculate average nb_pages using AVG().
3. Return average pages per budget type as result.
Here is the resulting SQL query:

SELECT documents.budget_type, AVG(documents.nb_pages) AS avg_pages FROM documents WHERE document_year IN ('2023', '2024') AND state_id IN (SELECT state_id FROM states WHERE code = 'SUCCESS') GROUP BY documents.budget_type;"
"Quel est le taux de documents avec un statut d'extraction 'SUCCESS' en 2024, par type de budget (BP/BA) ?","### Step-by-Step Solution:
1. Filter documents from 2024 using the document_year column.
2. Identify the 'SUCCESS' state_id by joining with the states table where code = 'SUCCESS'.
3. Count all documents in this state for 2024 to calculate the denominator.
4. Group documents by budget_type (BP/BA) and count how many are in SUCCESS state.
5. Calculate success rate as (SUCCESS count / total 2024 documents) * 100.
Here is the resulting SQL query:

SELECT d.budget_type, COUNT(*) * 100.0 / (SELECT COUNT(*) FROM documents WHERE document_year = '2024') AS success_rate FROM documents d WHERE d.document_year = '2024' AND d.state_id = (SELECT state_id FROM states WHERE code = 'SUCCESS') GROUP BY d.budget_type;"
