"id","text_query","sql_query"
"16","Documents où le nombre de pages diffère du nombre de sections associées.","SELECT d.document_id AS 'ID_Document', d.nb_pages AS 'Nb_Pages', COUNT(sec.section_id) AS 'Nb_Sections' FROM documents d LEFT JOIN sections sec ON d.document_id = sec.document_id WHERE d.nb_pages IS NOT NULL GROUP BY d.document_id HAVING d.nb_pages != COUNT(sec.section_id);"
"17","Jeu de règles contenant le plus grand nombre de règles de validation de niveau ECHEC.","SELECT vr.ruleset_id AS 'ID_Ruleset', COUNT(*) AS 'Nb_ECHEC' FROM validation_rules vr WHERE vr.level_of_problem = 'ECHEC' GROUP BY vr.ruleset_id ORDER BY COUNT(*) DESC LIMIT 1;"
"19","Nombre de documents par format pour chaque ville.","SELECT d.city_name AS 'Commune', d.format AS 'Format', COUNT(*) AS 'Nb_Documents' FROM documents d GROUP BY d.city_name, d.format ORDER BY d.city_name;"
"1","Combien de documents par ville et type de budget ?","SELECT d.city_name AS 'Ville', d.budget_type AS 'Type_Budget', COUNT(*) AS 'Nombre_Documents' FROM documents d GROUP BY d.city_name, d.budget_type ORDER BY COUNT(*) DESC;"
"2","Quelle est la moyenne du nombre de pages des documents réussis, par format ?","SELECT d.format AS 'Format', AVG(d.nb_pages) AS 'Moyenne_Pages' FROM documents d JOIN states s ON d.state_id = s.state_id WHERE s.code = 'SUCCESS' GROUP BY d.format;"
"3","Liste des documents en état d'erreur avec leurs messages d'erreur.","SELECT d.document_id AS 'Document_ID', d.error_message AS 'Message_Erreur' FROM documents d JOIN states s ON d.state_id = s.state_id WHERE s.code = 'ERROR';"
"4","Top 5 champs SAFIR avec la plus grande somme des valeurs extraites.","SELECT er.safir_field_id AS 'Champ_SAFIR', SUM(CAST(er.value AS REAL)) AS 'Somme_Valeur' FROM extraction_results er WHERE er.value IS NOT NULL GROUP BY er.safir_field_id ORDER BY Somme_Valeur DESC LIMIT 5;"
"5","Quel est le pourcentage de documents avec avertissements par rapport au total ?","SELECT (CAST(COUNT(CASE WHEN d.warning_message IS NOT NULL THEN 1 END) AS FLOAT) / COUNT(*)) * 100 AS 'Pourcentage_Avertissements' FROM documents d;"
"8","Nombre total de retours utilisateurs par champ SAFIR, en affichant également les champs qui n'ont aucun retour.","SELECT er.safir_field_id AS Champ_SAFIR, COUNT(rf.feedback_id) AS Nombre_Retours FROM extraction_results er LEFT JOIN resultfeedbacks rf ON rf.result_id = er.result_id GROUP BY er.safir_field_id;"
"9","Règles (field_rules) utilisées par jeu de règles, avec le nombre de champs associés.","SELECT rs.description AS 'Jeu_Règles', COUNT(fr.extraction_rule_id) AS 'Nombre_Champs' FROM field_rules fr JOIN rulesets rs ON fr.ruleset_id = rs.ruleset_id GROUP BY rs.ruleset_id;"
"10","Documents de type M57_CA, quel que soit le type de budget et quel que soit l'état.","SELECT d.document_id AS Document_ID, d.city_name AS Ville FROM documents d WHERE d.mask = 'M57_CA';"
"12","Nombre de champs SAFIR distincts extraits par document.","SELECT d.document_id AS 'Document_ID', COUNT(DISTINCT er.safir_field_id) AS 'Champs_Distincts' FROM documents d LEFT JOIN extraction_results er ON d.document_id = er.document_id GROUP BY d.document_id;"
"13","Documents contenant au moins un champ SAFIR dont la valeur est vide ou nulle ('') ou NULL.","SELECT DISTINCT d.document_id AS Document_ID, d.city_name AS Ville FROM documents d JOIN extraction_results er ON d.document_id = er.document_id WHERE er.value IS NULL OR er.value = '';"
"14","Nombre de règles de validation par niveau de problème.","SELECT v.level_of_problem AS 'Niveau_Probleme', COUNT(*) AS 'Nombre_Règles' FROM validation_rules v GROUP BY v.level_of_problem;"
"16","Pourcentage des résultats d'extraction qui sont en état d'erreur.","SELECT (CAST(COUNT(CASE WHEN er.state_id = 'st_4' THEN 1 END) AS FLOAT) / COUNT(*)) * 100 AS Pourcentage_Erreurs FROM extraction_results er;"
"18","Nombre de résultats d'extraction par état de résultat.","SELECT s.code AS 'Etat_Resultat', COUNT(*) AS 'Nombre_Resultats' FROM extraction_results er JOIN states s ON er.state_id = s.state_id GROUP BY s.code;"
"20","Masques distincts utilisés par année de document, avec leur nombre.","SELECT d.document_year AS 'Année', d.mask AS 'Masque', COUNT(*) AS 'Nombre_Documents' FROM documents d GROUP BY d.document_year, d.mask ORDER BY d.document_year, d.mask;"
"1","Combien de documents par ville sont en état SUCCESS ?","SELECT d.city_name AS 'Ville', COUNT(*) AS 'Nombre_Documents' FROM documents d JOIN states s ON d.state_id = s.state_id WHERE s.code = 'SUCCESS' GROUP BY d.city_name ORDER BY COUNT(*) DESC;"
"2","Quelle est la valeur moyenne extraite pour chaque champ SAFIR en 2023 ?","SELECT er.safir_field_id AS 'Champ_SAFIR', AVG(CAST(er.value AS REAL)) AS 'Valeur_Moyenne' FROM extraction_results er JOIN documents d ON er.document_id = d.document_id WHERE d.document_year = '2023' GROUP BY er.safir_field_id;"
"3","Quel est le nombre de résultats d'extraction par document ?","SELECT d.document_id AS Document, COUNT(er.result_id) AS Nombre_Resultats FROM documents d LEFT JOIN extraction_results er ON d.document_id = er.document_id GROUP BY d.document_id;"
"5","Date et heure du dernier run d'extraction pour chaque document","SELECT d.document_id AS 'Document', MAX(r.start_time) AS 'Dernier_Run' FROM extraction_runs r JOIN documents d ON r.document_id = d.document_id GROUP BY d.document_id;"
"6","Combien de résultats d'extraction ont des avertissements mais aucune erreur ?","SELECT COUNT(*) AS 'Resultats_Avertissements_Sans_Erreur' FROM extraction_results er WHERE er.message_warning IS NOT NULL AND (er.message_error IS NULL OR er.message_error = '');"
"7","Top 5 des champs SAFIR avec la plus grande somme de valeurs extraites","SELECT er.safir_field_id AS 'Champ_SAFIR', SUM(CAST(er.value AS REAL)) AS 'Somme_Valeurs' FROM extraction_results er GROUP BY er.safir_field_id ORDER BY SUM(CAST(er.value AS REAL)) DESC LIMIT 5;"
"8","Documents dont le masque M57 ne correspond pas à un format PDF","SELECT d.document_id AS 'Document', d.mask AS 'Masque', d.format AS 'Format' FROM documents d WHERE d.mask LIKE 'M57%' AND d.format <> 'pdf';"
"9","Nombre de documents par code d'état","SELECT s.code AS 'Code_Etat', COUNT(*) AS 'Nombre_Documents' FROM documents d JOIN states s ON d.state_id = s.state_id GROUP BY s.code;"
"11","Documents qui n'ont jamais été traités (état PENDING)","SELECT d.document_id AS 'Document', d.city_name AS 'Ville' FROM documents d JOIN states s ON d.state_id = s.state_id WHERE s.code = 'PENDING';"
"12","Valeurs extraites supérieures à 100 000 par ville","SELECT d.city_name AS 'Ville', COUNT(*) AS 'Valeurs_Hautes' FROM extraction_results er JOIN documents d ON er.document_id = d.document_id WHERE CAST(er.value AS REAL) > 100000 GROUP BY d.city_name;"
"13","Nombre de champs SAFIR distincts extraits par document","SELECT d.document_id AS 'Document', COUNT(DISTINCT er.safir_field_id) AS 'Champs_Distincts' FROM extraction_results er JOIN documents d ON er.document_id = d.document_id GROUP BY d.document_id;"
"14","Moyenne d'avertissements par run d'extraction","SELECT r.run_id AS 'Run', AVG(LENGTH(er.message_warning) - LENGTH(REPLACE(er.message_warning, ',', '')) + 1) AS 'Moyenne_Avertissements' FROM extraction_runs r JOIN extraction_results er ON r.run_id = er.run_id WHERE er.message_warning IS NOT NULL GROUP BY r.run_id;"
"15","Documents dont les résultats contiennent le mot 'error' dans le message d'erreur","SELECT DISTINCT d.document_id AS 'Document', d.city_name AS 'Ville' FROM extraction_results er JOIN documents d ON er.document_id = d.document_id WHERE er.message_error LIKE '%error%';"
"16","Ratio de runs réussis sur le total des runs par masque","SELECT d.mask AS 'Masque', SUM(CASE WHEN s.code = 'SUCCESS' THEN 1 ELSE 0 END) * 1.0 / COUNT(r.run_id) AS 'Taux_Succes' FROM extraction_runs r JOIN documents d ON r.document_id = d.document_id JOIN states s ON r.state_id = s.state_id GROUP BY d.mask;"
"17","Documents dont au moins un résultat d'extraction n'a aucun feedback","SELECT DISTINCT d.document_id AS 'Document' FROM documents d JOIN extraction_results er ON d.document_id = er.document_id LEFT JOIN resultfeedbacks rf ON er.result_id = rf.result_id WHERE rf.feedback_id IS NULL;"
"18","Nombre de règles de champ définies par jeu de règles","SELECT rs.ruleset_id AS 'Jeu_Rules', COUNT(fr.extraction_rule_id) AS 'Nb_Rules_Champ' FROM rulesets rs LEFT JOIN field_rules fr ON rs.ruleset_id = fr.ruleset_id GROUP BY rs.ruleset_id;"
"19","Nombre de règles de validation par niveau de problème","SELECT vr.level_of_problem AS 'Niveau_Probleme', COUNT(vr.validation_rule_id) AS 'Nb_Rules_Validation' FROM validation_rules vr GROUP BY vr.level_of_problem;"
"1","Listez les documents dont le traitement a échoué, en affichant le SIRET, l'année du budget et le message d'erreur.","SELECT d.document_id AS 'ID_Document', d.siret AS 'SIRET', d.document_year AS 'Année_Budget', d.error_message AS 'Message_Erreur' FROM documents d JOIN states s ON d.state_id = s.state_id WHERE s.code = 'ERROR';"
"2","Comptez le nombre d'exécutions d'extraction pour chaque type de masque de document.","SELECT d.mask AS 'Masque_Document', COUNT(r.run_id) AS 'Nombre_Exécutions' FROM documents d LEFT JOIN extraction_runs r ON d.document_id = r.document_id GROUP BY d.mask;"
"3","Identifiez les champs SAFIR qui ont des résultats à la fois réussis et en erreur, en indiquant le nombre de chaque état.","SELECT er.safir_field_id AS 'Champ_SAFIR', SUM(CASE WHEN s.code = 'SUCCESS' THEN 1 ELSE 0 END) AS 'Nb_Succès', SUM(CASE WHEN s.code = 'ERROR' THEN 1 ELSE 0 END) AS 'Nb_Erreurs' FROM extraction_results er JOIN states s ON er.state_id = s.state_id GROUP BY er.safir_field_id HAVING COUNT(DISTINCT s.code) > 1;"
"4","Récupérez la configuration JSON de la dernière exécution d'extraction pour chaque document, avec le masque du document.","SELECT d.document_id AS 'ID_Document', d.mask AS 'Masque', r.config AS 'Configuration_JSON' FROM documents d JOIN (SELECT document_id, MAX(start_time) AS latest_time FROM extraction_runs GROUP BY document_id) latest ON d.document_id = latest.document_id JOIN extraction_runs r ON r.document_id = d.document_id AND r.start_time = latest.latest_time;"
"5","Listez les documents contenant au moins un résultat d'extraction avec un avertissement, en indiquant le nombre d'avertissements.","SELECT d.document_id AS 'ID_Document', d.document_year AS 'Année', COUNT(er.result_id) AS 'Nb_Avertissements' FROM documents d JOIN extraction_results er ON d.document_id = er.document_id WHERE er.message_warning IS NOT NULL GROUP BY d.document_id, d.document_year HAVING COUNT(er.result_id) > 0;"
"6","Calculez le total des valeurs extraites par type de budget, en convertissant les valeurs en nombre.","SELECT d.budget_type AS 'Type_Budget', SUM(CAST(er.value AS REAL)) AS 'Total_Valeur_Extr' FROM documents d JOIN extraction_results er ON d.document_id = er.document_id WHERE er.value IS NOT NULL GROUP BY d.budget_type;"
"7","Identifiez les SIRET dont le nombre de pages dépasse la moyenne de tous les documents, en affichant la moyenne.","WITH avg_pages AS (SELECT AVG(nb_pages) AS moyenne_pages FROM documents) SELECT d.siret AS 'SIRET', d.nb_pages AS 'Nb_Pages', avg_pages.moyenne_pages AS 'Moyenne_Pages' FROM documents d, avg_pages WHERE d.nb_pages > avg_pages.moyenne_pages;"
"8","Listez les règles de champ qui n'ont jamais généré de résultat d'extraction.","SELECT fr.extraction_rule_id AS 'ID_Règle_Champ', fr.safir_field_id AS 'Champ_SAFIR' FROM field_rules fr LEFT JOIN extraction_results er ON fr.safir_field_id = er.safir_field_id WHERE er.safir_field_id IS NULL;"
"9","Pour chaque niveau de problème de validation (ALERTE, ECHEC), comptez les résultats d'extraction concernés.","SELECT vr.level_of_problem AS 'Niveau_Problème', COUNT(DISTINCT er.result_id) AS 'Nb_Résultats' FROM validation_rules vr JOIN extraction_results er ON vr.safir_field_id_list LIKE '%' || er.safir_field_id || '%' GROUP BY vr.level_of_problem;"
"10","Affichez les 5 documents avec la plus grande somme des valeurs extraites, en indiquant la ville et le total.","SELECT d.document_id AS 'ID_Document', d.city_name AS 'Ville', SUM(CAST(er.value AS REAL)) AS 'Total_Valeur' FROM documents d JOIN extraction_results er ON d.document_id = er.document_id GROUP BY d.document_id, d.city_name ORDER BY Total_Valeur DESC LIMIT 5;"
"11","Montrez les valeurs originales des résultats d'extraction, ainsi que le commentaire et la valeur corrigée le cas échéant, en indiquant la différence lorsqu’elle existe, même si aucun feedback n’a été fourni.","SELECT er.result_id AS `ID_Résultat`, er.value AS `Valeur_Originale`, rf.comment AS `Commentaire`, rf.corrected_value AS `Valeur_Corrigée`, CASE WHEN rf.corrected_value IS NOT NULL THEN CAST(rf.corrected_value AS REAL) - CAST(er.value AS REAL) END AS `Différence` FROM extraction_results er LEFT JOIN resultfeedbacks rf ON er.result_id = rf.result_id;"
"12","Comptez le nombre de retours par type d'erreur (technique ou métier) pour chaque document.","SELECT d.document_id AS ID_Document, COALESCE(SUM(CASE WHEN rf.is_technical_error = 1 THEN 1 END),0) AS Nb_Erreurs_Tech, COALESCE(SUM(CASE WHEN rf.is_technical_error = 0 THEN 1 END),0) AS Nb_Erreurs_Métier FROM documents d LEFT JOIN extraction_results er ON d.document_id = er.document_id LEFT JOIN resultfeedbacks rf ON er.result_id = rf.result_id GROUP BY d.document_id;"
"13","Listez les documents qui n'ont jamais été traités (aucune exécution) et qui sont en état 'ERROR'.","SELECT d.document_id AS 'ID_Document', d.siret AS 'SIRET', d.document_year AS 'Année' FROM documents d LEFT JOIN extraction_runs r ON d.document_id = r.document_id JOIN states s ON d.state_id = s.state_id WHERE r.run_id IS NULL AND s.code = 'ERROR';"
"14","Donnez le nombre de documents actuellement dans chaque état du système.","SELECT s.code AS 'Code_État', COUNT(d.document_id) AS 'Nb_Documents' FROM documents d JOIN states s ON d.state_id = s.state_id GROUP BY s.code;"
"15","Pour chaque masque de document, indiquez le nombre de documents et le nombre moyen de pages.","SELECT d.mask AS 'Masque', COUNT(d.document_id) AS 'Nb_Documents', AVG(d.nb_pages) AS 'Pages_Moyennes' FROM documents d GROUP BY d.mask;"
"16","Identifiez les résultats d'extraction sans valeur mais avec un message d'erreur, en affichant le document et le champ.","SELECT er.result_id AS 'ID_Résultat', er.document_id AS 'ID_Document', er.safir_field_id AS 'Champ_SAFIR', er.message_error AS 'Message_Erreur' FROM extraction_results er WHERE (er.value IS NULL OR er.value = '') AND er.message_error IS NOT NULL;"
"18","Calculez le nombre moyen de résultats d'extraction par exécution, groupé par l'état de l'exécution.","SELECT s.code AS 'État_Exécution', AVG(cnt) AS 'Moyenne_Résultats_Par_Exécution' FROM (SELECT r.run_id, COUNT(er.result_id) AS cnt, r.state_id FROM extraction_runs r LEFT JOIN extraction_results er ON r.run_id = er.run_id GROUP BY r.run_id) sub JOIN states s ON sub.state_id = s.state_id GROUP BY s.code;"
"19","Récupérez le commentaire le plus récent de feedback pour chaque résultat d'extraction, incluant les résultats sans feedback.","SELECT er.result_id AS 'ID_Résultat', rf.comment AS 'Commentaire_Récents' FROM extraction_results er LEFT JOIN ( SELECT rf1.result_id, rf1.comment FROM resultfeedbacks rf1 JOIN ( SELECT result_id, MAX(created_at) AS max_created FROM resultfeedbacks GROUP BY result_id ) latest ON rf1.result_id = latest.result_id AND rf1.created_at = latest.max_created ) rf ON er.result_id = rf.result_id;"
"20","Trouvez les SIRET associés à plusieurs villes différentes et listez les villes correspondantes.","SELECT d.siret AS 'SIRET', GROUP_CONCAT(DISTINCT d.city_name) AS 'Villes_Associées', COUNT(DISTINCT d.city_name) AS 'Nb_Villes' FROM documents d GROUP BY d.siret HAVING COUNT(DISTINCT d.city_name) > 1;"
"3","Affichez la configuration JSON du dernier run d'extraction pour chaque document.","SELECT d.document_id AS ID_Document, erun.config AS Configuration FROM (SELECT document_id, config, ROW_NUMBER() OVER (PARTITION BY document_id ORDER BY start_time DESC) AS rn FROM extraction_runs) erun JOIN documents d ON d.document_id = erun.document_id WHERE erun.rn = 1;"
"4","Identifiez les champs SAFIR qui ont généré au moins une erreur et indiquez le nombre d'erreurs par champ.","SELECT er.safir_field_id AS 'Champ_SAFIR', COUNT(*) AS 'Nb_Erreurs' FROM extraction_results er WHERE er.message_error IS NOT NULL GROUP BY er.safir_field_id HAVING COUNT(*) > 0;"
"5","Listez les documents contenant au moins un avertissement d'extraction, avec le masque et le nombre d'avertissements.","SELECT d.document_id AS 'ID_Document', d.mask AS 'Masque', COUNT(*) AS 'Nb_Avertissements' FROM documents d JOIN extraction_results er ON d.document_id = er.document_id WHERE er.message_warning IS NOT NULL GROUP BY d.document_id, d.mask;"
"7","Trouvez les documents dont l'état est ERROR et affichez le message d'erreur associé.","SELECT d.document_id AS 'ID_Document', d.error_message AS 'Message_Erreur' FROM documents d JOIN states s ON d.state_id = s.state_id WHERE s.code = 'ERROR';"
"8","Pour chaque jeu de règles, indiquez le nombre de règles de champ définies.","SELECT rs.ruleset_id AS 'ID_Ruleset', rs.description AS 'Description', COUNT(fr.extraction_rule_id) AS 'Nb_Rules_Champ' FROM rulesets rs LEFT JOIN field_rules fr ON rs.ruleset_id = fr.ruleset_id GROUP BY rs.ruleset_id, rs.description;"
"12","Listez les runs d'extraction en cours (état PROCESSING) avec le masque du document et la date de démarrage.","SELECT erun.run_id AS 'ID_Run', d.mask AS 'Masque_Document', erun.start_time AS 'Heure_Debut' FROM extraction_runs erun JOIN documents d ON erun.document_id = d.document_id JOIN states s ON erun.state_id = s.state_id WHERE s.code = 'PROCESSING';"
"13","Affichez les sections JSON de tous les documents, triées par date de création.","SELECT s.section_id AS 'ID_Section', s.section_value AS 'Valeur_Section', s.created_at AS 'Date_Creation' FROM sections s ORDER BY s.created_at;"
"14","Identifiez les documents qui n'ont aucun résultat d'extraction associé.","SELECT d.document_id AS 'ID_Document', d.mask AS 'Masque' FROM documents d LEFT JOIN extraction_results er ON d.document_id = er.document_id WHERE er.result_id IS NULL;"
"15","Pour chaque résultat, récupérez le dernier feedback s’il existe, sinon indiquez « Aucun feedback ».","SELECT er.result_id AS ID_Resultat, COALESCE(rf.comment, 'Aucun feedback') AS Dernier_Commentaire, rf.created_at AS Date_Feedback FROM extraction_results er LEFT JOIN (SELECT result_id, MAX(created_at) AS max_date FROM resultfeedbacks GROUP BY result_id) latest ON er.result_id = latest.result_id LEFT JOIN resultfeedbacks rf ON latest.result_id = rf.result_id AND latest.max_date = rf.created_at;"
"16","Comptez le nombre de documents par ville et type de budget.","SELECT d.city_name AS 'Ville', d.budget_type AS 'Type_Budget', COUNT(*) AS 'Nb_Documents' FROM documents d GROUP BY d.city_name, d.budget_type;"
"17","Listez les extractions où la valeur est nulle mais un message d'erreur non vide est présent, en indiquant le document et le champ SAFIR.","SELECT er.result_id AS ID_Resultat, er.document_id AS ID_Document, er.safir_field_id AS Champ_SAFIR, er.message_error AS Message_Erreur FROM extraction_results er WHERE (er.value IS NULL OR er.value = '') AND er.message_error IS NOT NULL AND er.message_error <> '[]' AND TRIM(er.message_error) <> '';"
"18","Affichez les masques distincts utilisés dans les documents avec le nombre de documents par masque.","SELECT d.mask AS 'Masque', COUNT(*) AS 'Nb_Documents' FROM documents d GROUP BY d.mask;"
"19","Récupérez le libellé d'état le plus récent pour chaque document.","SELECT d.document_id AS 'ID_Document', s.code AS 'Etat' FROM documents d JOIN states s ON d.state_id = s.state_id;"
"1","Quel est le nombre de documents par ville et type de budget ?","SELECT city_name AS 'Ville', budget_type AS 'Type_Budget', COUNT(*) AS 'Nombre_Documents' FROM documents GROUP BY city_name, budget_type ORDER BY 'Nombre_Documents' DESC;"
"3","Quels documents ont des erreurs d'extraction et quels sont leurs messages d'erreur ?","SELECT d.document_id AS 'ID_Document', d.link_bucketS3 AS 'Lien_S3', r.message_error AS 'Message_Erreur' FROM extraction_results r JOIN documents d ON r.document_id = d.document_id JOIN states s ON r.state_id = s.state_id WHERE s.code = 'ERROR';"
"4","Quels sont les 5 champs SAFIR avec le plus grand nombre de résultats d'extraction ?","SELECT r.safir_field_id AS Champ_SAFIR, COUNT(*) AS Nb_Resultats FROM extraction_results r GROUP BY r.safir_field_id ORDER BY COUNT(*) DESC LIMIT 5;"
"5","Quel est le pourcentage de runs réussis par rapport au total des runs pour chaque masque de document ?","SELECT d.mask AS 'Masque', (SUM(CASE WHEN s.code = 'SUCCESS' THEN 1 ELSE 0 END) * 100.0 / COUNT(*)) AS 'Pourcentage_Succes' FROM extraction_runs er JOIN documents d ON er.document_id = d.document_id JOIN states s ON er.state_id = s.state_id GROUP BY d.mask;"
"7","Combien de documents sont dans chaque état du système ?","SELECT s.code AS 'Etat', COUNT(*) AS 'Nombre_Documents' FROM documents d JOIN states s ON d.state_id = s.state_id GROUP BY s.code;"
"8","Combien de règles de champ sont définies dans chaque jeu de règles ?","SELECT rs.ruleset_id AS 'Jeu_Rules', COUNT(fr.extraction_rule_id) AS 'Nb_Rules_Champ' FROM field_rules fr JOIN rulesets rs ON fr.ruleset_id = rs.ruleset_id GROUP BY rs.ruleset_id;"
"9","Quels documents ont déclenché au moins une règle de validation de niveau 'ECHEC' ?","SELECT DISTINCT d.document_id AS 'ID_Document', d.city_name AS 'Ville' FROM documents d JOIN extraction_results r ON d.document_id = r.document_id JOIN validation_rules vr ON vr.level_of_problem = 'ECHEC' AND vr.safir_field_id_list LIKE '%' || r.safir_field_id || '%';"
"10","Quelle est la moyenne du nombre de pages par format de document ?","SELECT format AS 'Format', AVG(nb_pages) AS 'Moyenne_Pages' FROM documents GROUP BY format;"
"11","Combien d'avertissements (warnings) sont présents par document ?","SELECT d.document_id AS 'ID_Document', COUNT(r.result_id) AS 'Nb_Avertissements' FROM extraction_results r JOIN documents d ON r.document_id = d.document_id WHERE r.message_warning IS NOT NULL AND r.message_warning <> '' GROUP BY d.document_id;"
"12","Quel est le timestamp du dernier run d'extraction pour chaque document ?","SELECT d.document_id AS 'ID_Document', MAX(er.start_time) AS 'Dernier_Run' FROM extraction_runs er JOIN documents d ON er.document_id = d.document_id GROUP BY d.document_id;"
"13","Combien de feedbacks techniques et non techniques sont associés à chaque résultat d'extraction ?","SELECT r.result_id AS 'ID_Result', SUM(CASE WHEN f.is_technical_error = 1 THEN 1 ELSE 0 END) AS 'Feedbacks_Techniques', SUM(CASE WHEN f.is_technical_error = 0 THEN 1 ELSE 0 END) AS 'Feedbacks_Business' FROM extraction_results r LEFT JOIN resultfeedbacks f ON r.result_id = f.result_id GROUP BY r.result_id;"
"14","Quel pourcentage de documents se trouve dans chaque état du système ?","SELECT s.code AS 'Etat', (COUNT(d.document_id) * 100.0 / (SELECT COUNT(*) FROM documents)) AS 'Pourcentage' FROM documents d JOIN states s ON d.state_id = s.state_id GROUP BY s.code;"
"15","Quel est le total des valeurs extraites par ville ?","SELECT d.city_name AS 'Ville', SUM(CAST(r.value AS FLOAT)) AS 'Total' FROM extraction_results r JOIN documents d ON r.document_id = d.document_id GROUP BY d.city_name;"
"17","Combien de sections sont présentes dans chaque document ?","SELECT d.document_id AS 'ID_Document', COUNT(s.section_id) AS 'Nb_Sections' FROM sections s JOIN documents d ON s.document_id = d.document_id GROUP BY d.document_id;"
"19","Quel est le nombre moyen de résultats d'extraction par document pour chaque masque ?","SELECT d.mask AS 'Masque', AVG(res_cnt) AS 'Moyenne_Results' FROM (SELECT document_id, COUNT(*) AS res_cnt FROM extraction_results GROUP BY document_id) rc JOIN documents d ON rc.document_id = d.document_id GROUP BY d.mask;"
"20","Quelles villes ont des SIRET commençant par '217' et au moins une règle de validation de niveau 'ECHEC' ?","SELECT DISTINCT d.city_name AS Ville FROM documents d JOIN extraction_results r ON d.document_id = r.document_id JOIN validation_rules vr ON vr.safir_field_id_list LIKE '%' || r.safir_field_id || '%' WHERE d.siret LIKE '217%' AND vr.level_of_problem = 'ECHEC';"
"1","Listez les documents avec leur ville, année, nombre de pages, état et type de budget, triés par année décroissante.","SELECT d.document_id AS 'Identifiant_Doc', d.city_name AS 'Ville', d.document_year AS 'Année', d.nb_pages AS 'Nb_Pages', s.code AS 'État', d.budget_type AS 'Type_Budget' FROM documents d JOIN states s ON d.state_id = s.state_id ORDER BY d.document_year DESC;"
"2","Comptez le nombre de résultats d'extraction produits par chaque champ SAFIR pour les exécutions réussies.","SELECT er.safir_field_id AS 'Champ_SAFIR', COUNT(er.result_id) AS 'Nb_Résultats' FROM extraction_results er JOIN extraction_runs r ON er.run_id = r.run_id JOIN states s ON er.state_id = s.state_id WHERE s.code = 'SUCCESS' GROUP BY er.safir_field_id;"
"4","Identifiez les documents contenant au moins un résultat d'extraction avec un message d'erreur et dont l'état du document est ERROR.","SELECT DISTINCT d.document_id AS 'Doc_Avec_Erreur', d.city_name AS 'Ville' FROM documents d JOIN extraction_results er ON d.document_id = er.document_id JOIN states s ON d.state_id = s.state_id WHERE s.code = 'ERROR' AND er.message_error IS NOT NULL;"
"5","Affichez les exécutions en cours avec leur configuration JSON et le nombre de résultats associés.","SELECT r.run_id AS 'Run_ID', r.config AS 'Configuration', COUNT(er.result_id) AS 'Nb_Résultats' FROM extraction_runs r JOIN states s ON r.state_id = s.state_id LEFT JOIN extraction_results er ON r.run_id = er.run_id WHERE s.code = 'PROCESSING' GROUP BY r.run_id, r.config;"
"7","Calculez le total de pages traitées par type de masque pour les documents réussis.","SELECT d.mask AS 'Masque', SUM(d.nb_pages) AS 'Total_Pages' FROM documents d JOIN states s ON d.state_id = s.state_id WHERE s.code = 'SUCCESS' GROUP BY d.mask;"
"9","Listez les documents qui ont au moins un avertissement dans leurs résultats d'extraction.","SELECT DISTINCT d.document_id AS 'Doc_Averti', d.city_name AS 'Ville' FROM documents d JOIN extraction_results er ON d.document_id = er.document_id WHERE er.message_warning IS NOT NULL;"
"12","Comptez le nombre de documents par ville dont l'état est SUCCESS et le nombre de pages supérieur à 100.","SELECT d.city_name AS 'Ville', COUNT(d.document_id) AS 'Nb_Documents' FROM documents d JOIN states s ON d.state_id = s.state_id WHERE s.code = 'SUCCESS' AND d.nb_pages > 100 GROUP BY d.city_name;"
"14","Listez les résultats d'extraction (quel que soit le message d'erreur) pour les exécutions dont l'état est 'SUCCESS'.","SELECT er.result_id AS Result_ID, er.safir_field_id AS Champ_SAFIR FROM extraction_results er JOIN extraction_runs r ON er.run_id = r.run_id JOIN states s ON r.state_id = s.state_id WHERE s.code = 'SUCCESS';"
"15","Identifiez les 5 champs SAFIR avec la plus haute valeur moyenne extraite parmi les résultats réussis.","SELECT er.safir_field_id AS 'Champ_SAFIR', AVG(CAST(er.value AS FLOAT)) AS 'Valeur_Moyenne' FROM extraction_results er JOIN states s ON er.state_id = s.state_id WHERE s.code = 'SUCCESS' GROUP BY er.safir_field_id ORDER BY AVG(CAST(er.value AS FLOAT)) DESC LIMIT 5;"
"16","Trouvez les documents qui n'ont aucun résultat d'extraction associé.","SELECT d.document_id AS 'Doc_Sans_Résultat', d.city_name AS 'Ville' FROM documents d LEFT JOIN extraction_results er ON d.document_id = er.document_id WHERE er.result_id IS NULL;"
"17","Compte le nombre de feedbacks par résultat, en incluant les résultats qui n’ont aucun feedback, séparés selon qu'il s'agit d'une erreur technique ou non.","SELECT er.result_id AS Result_ID, COALESCE(rf.is_technical_error, 0) AS Erreur_Technique, COUNT(rf.feedback_id) AS Nb_Feedbacks FROM extraction_results er LEFT JOIN resultfeedbacks rf ON er.result_id = rf.result_id GROUP BY er.result_id, COALESCE(rf.is_technical_error, 0);"
"19","Affichez la première date de démarrage d'exécution pour chaque document avec son masque.","SELECT d.document_id AS 'Doc_ID', d.mask AS 'Masque', MIN(r.start_time) AS 'Première_Exécution' FROM documents d JOIN extraction_runs r ON d.document_id = r.document_id GROUP BY d.document_id, d.mask;"
